sigma,tlow,thigh,width,height,mp,time,fps,psnr
1.50, 0.35, 0.60, 850, 550, 2, 0.575464, 1.737728, 4.88
1.50, 0.35, 0.60, 850, 1000, 0, 1.535187, 0.651386, 4.86
1.50, 0.35, 0.60, 850, 1000, 1, 0.871715, 1.147164, 4.86
1.50, 0.35, 0.60, 850, 1000, 2, 0.887296, 1.127020, 4.86
1.50, 0.35, 0.60, 1300, 100, 0, 0.372281, 2.686143, 4.96
1.50, 0.35, 0.60, 1300, 100, 1, 0.289242, 3.457313, 4.96
1.50, 0.35, 0.60, 1300, 100, 2, 0.289274, 3.456930, 4.96
1.50, 0.35, 0.60, 1300, 550, 0, 1.331412, 0.751082, 4.87
1.50, 0.35, 0.60, 1300, 550, 1, 0.765279, 1.306713, 4.87
1.50, 0.35, 0.60, 1300, 550, 2, 0.796074, 1.256165, 4.87
1.50, 0.35, 0.60, 1300, 1000, 0, 2.312762, 0.432383, 4.85
1.50, 0.35, 0.60, 1300, 1000, 1, 1.220796, 0.819138, 4.85
1.50, 0.35, 0.60, 1300, 1000, 2, 1.313700, 0.761209, 4.85
1.50, 0.35, 0.75, 400, 100, 0, 0.237760, 4.205922, 4.94
1.50, 0.35, 0.75, 400, 100, 1, 0.205743, 4.860433, 4.94
1.50, 0.35, 0.75, 400, 100, 2, 0.201240, 4.969191, 4.94
1.50, 0.35, 0.75, 400, 550, 0, 0.523850, 1.908943, 4.90
1.50, 0.35, 0.75, 400, 550, 1, 0.350099, 2.856335, 4.90
1.50, 0.35, 0.75, 400, 550, 2, 0.342581, 2.919018, 4.90
1.50, 0.35, 0.75, 400, 1000, 0, 0.816545, 1.224672, 4.88
1.50, 0.35, 0.75, 400, 1000, 1, 0.498080, 2.007710, 4.88
1.50, 0.35, 0.75, 400, 1000, 2, 0.513773, 1.946385, 4.88
1.50, 0.35, 0.75, 850, 100, 0, 0.293222, 3.410385, 4.92
1.50, 0.35, 0.75, 850, 100, 1, 0.233730, 4.278441, 4.92
1.50, 0.35, 0.75, 850, 100, 2, 0.242714, 4.120075, 4.92
1.50, 0.35, 0.75, 850, 550, 0, 0.906599, 1.103023, 4.88
1.50, 0.35, 0.75, 850, 550, 1, 0.541311, 1.847367, 4.88
1.50, 0.35, 0.75, 850, 550, 2, 0.566869, 1.764076, 4.88
1.50, 0.35, 0.75, 850, 1000, 0, 1.520381, 0.657730, 4.87
1.50, 0.35, 0.75, 850, 1000, 1, 0.862586, 1.159305, 4.87
1.50, 0.35, 0.75, 850, 1000, 2, 0.894628, 1.117783, 4.87
1.50, 0.35, 0.75, 1300, 100, 0, 0.383605, 2.606848, 4.91
1.50, 0.35, 0.75, 1300, 100, 1, 0.274545, 3.642390, 4.91
1.50, 0.35, 0.75, 1300, 100, 2, 0.269274, 3.713689, 4.91
1.50, 0.35, 0.75, 1300, 550, 0, 1.337676, 0.747565, 4.87
1.50, 0.35, 0.75, 1300, 550, 1, 0.755467, 1.323685, 4.87
1.50, 0.35, 0.75, 1300, 550, 2, 0.783668, 1.276051, 4.87
1.50, 0.35, 0.75, 1300, 1000, 0, 2.273204, 0.439908, 4.85
1.50, 0.35, 0.75, 1300, 1000, 1, 1.214474, 0.823402, 4.85
1.50, 0.35, 0.75, 1300, 1000, 2, 1.290404, 0.774951, 4.85
1.50, 0.35, 0.90, 400, 100, 0, 0.240654, 4.155343, 4.85
1.50, 0.35, 0.90, 400, 100, 1, 0.205539, 4.865257, 4.85
1.50, 0.35, 0.90, 400, 100, 2, 0.195567, 5.113337, 4.85
1.50, 0.35, 0.90, 400, 550, 0, 0.527608, 1.895347, 4.85
1.50, 0.35, 0.90, 400, 550, 1, 0.352956, 2.833214, 4.84
1.50, 0.35, 0.90, 400, 550, 2, 0.347672, 2.876274, 4.85
1.50, 0.35, 0.90, 400, 1000, 0, 0.811940, 1.231618, 4.83
1.50, 0.35, 0.90, 400, 1000, 1, 0.495988, 2.016178, 4.83
1.50, 0.35, 0.90, 400, 1000, 2, 0.504297, 1.982958, 4.83
1.50, 0.35, 0.90, 850, 100, 0, 0.311310, 3.212232, 4.81
1.50, 0.35, 0.90, 850, 100, 1, 0.239522, 4.174982, 4.82
1.50, 0.35, 0.90, 850, 100, 2, 0.230150, 4.344992, 4.81
1.50, 0.35, 0.90, 850, 550, 0, 0.910276, 1.098568, 4.84
1.50, 0.35, 0.90, 850, 550, 1, 0.559271, 1.788042, 4.83
1.50, 0.35, 0.90, 850, 550, 2, 0.565363, 1.768775, 4.84
1.50, 0.35, 0.90, 850, 1000, 0, 1.522216, 0.656937, 4.82
1.50, 0.35, 0.90, 850, 1000, 1, 0.852929, 1.172431, 4.82
1.50, 0.35, 0.90, 850, 1000, 2, 0.889026, 1.124826, 4.82
1.50, 0.35, 0.90, 1300, 100, 0, 0.384055, 2.603794, 4.78
1.50, 0.35, 0.90, 1300, 100, 1, 0.271499, 3.683255, 4.78
1.50, 0.35, 0.90, 1300, 100, 2, 0.288621, 3.464751, 4.78
1.50, 0.35, 0.90, 1300, 550, 0, 1.335103, 0.749006, 4.83
1.50, 0.35, 0.90, 1300, 550, 1, 0.742854, 1.346160, 4.82
1.50, 0.35, 0.90, 1300, 550, 2, 0.775957, 1.288731, 4.83
1.50, 0.35, 0.90, 1300, 1000, 0, 2.266896, 0.441132, 4.81
1.50, 0.35, 0.90, 1300, 1000, 1, 1.212364, 0.824835, 4.81
1.50, 0.35, 0.90, 1300, 1000, 2, 1.242644, 0.804736, 4.81
1.50, 0.50, 0.60, 400, 100, 0, 0.239424, 4.176691, 4.97
1.50, 0.50, 0.60, 400, 100, 1, 0.208501, 4.796140, 4.97
1.50, 0.50, 0.60, 400, 100, 2, 0.210102, 4.759593, 4.97
1.50, 0.50, 0.60, 400, 550, 0, 0.526303, 1.900046, 4.92
1.50, 0.50, 0.60, 400, 550, 1, 0.356627, 2.804050, 4.91
1.50, 0.50, 0.60, 400, 550, 2, 0.353348, 2.830071, 4.92
1.50, 0.50, 0.60, 400, 1000, 0, 0.788344, 1.268482, 4.88
1.50, 0.50, 0.60, 400, 1000, 1, 0.494646, 2.021648, 4.88
1.50, 0.50, 0.60, 400, 1000, 2, 0.516548, 1.935929, 4.88
1.50, 0.50, 0.60, 850, 100, 0, 0.287946, 3.472873, 4.96
1.50, 0.50, 0.60, 850, 100, 1, 0.247738, 4.036522, 4.96
1.50, 0.50, 0.60, 850, 100, 2, 0.245772, 4.068812, 4.96
1.50, 0.50, 0.60, 850, 550, 0, 0.903528, 1.106773, 4.89
1.50, 0.50, 0.60, 850, 550, 1, 0.558020, 1.792050, 4.88
1.50, 0.50, 0.60, 850, 550, 2, 0.550049, 1.818020, 4.89
1.50, 0.50, 0.60, 850, 1000, 0, 1.563731, 0.639496, 4.87
1.50, 0.50, 0.60, 850, 1000, 1, 0.874336, 1.143725, 4.87
1.50, 0.50, 0.60, 850, 1000, 2, 0.903532, 1.106768, 4.87
1.50, 0.50, 0.60, 1300, 100, 0, 0.383579, 2.607025, 4.95
1.50, 0.50, 0.60, 1300, 100, 1, 0.279461, 3.578317, 4.95
1.50, 0.50, 0.60, 1300, 100, 2, 0.294052, 3.400759, 4.95
1.50, 0.50, 0.60, 1300, 550, 0, 1.354798, 0.738117, 4.87
1.50, 0.50, 0.60, 1300, 550, 1, 0.755025, 1.324459, 4.87
1.50, 0.50, 0.60, 1300, 550, 2, 0.789753, 1.266219, 4.87
1.50, 0.50, 0.60, 1300, 1000, 0, 2.304476, 0.433938, 4.86
1.50, 0.50, 0.60, 1300, 1000, 1, 1.234308, 0.810171, 4.86
1.50, 0.50, 0.60, 1300, 1000, 2, 1.298695, 0.770004, 4.86
1.50, 0.50, 0.75, 400, 100, 0, 0.217329, 4.601319, 4.92
1.50, 0.50, 0.75, 400, 100, 1, 0.191039, 5.234533, 4.92
1.50, 0.50, 0.75, 400, 100, 2, 0.193006, 5.181186, 4.92
1.50, 0.50, 0.75, 400, 550, 0, 0.528492, 1.892176, 4.90
1.50, 0.50, 0.75, 400, 550, 1, 0.351072, 2.848419, 4.89
1.50, 0.50, 0.75, 400, 550, 2, 0.356871, 2.802133, 4.90
1.50, 0.50, 0.75, 400, 1000, 0, 0.812839, 1.230256, 4.88
1.50, 0.50, 0.75, 400, 1000, 1, 0.490276, 2.039667, 4.88
1.50, 0.50, 0.75, 400, 1000, 2, 0.513186, 1.948611, 4.88
1.50, 0.50, 0.75, 850, 100, 0, 0.312548, 3.199509, 4.90
1.50, 0.50, 0.75, 850, 100, 1, 0.237096, 4.217701, 4.90
1.50, 0.50, 0.75, 850, 100, 2, 0.247045, 4.047846, 4.90
1.50, 0.50, 0.75, 850, 550, 0, 0.923525, 1.082808, 4.88
1.50, 0.50, 0.75, 850, 550, 1, 0.534598, 1.870564, 4.88
1.50, 0.50, 0.75, 850, 550, 2, 0.570737, 1.752121, 4.88
1.50, 0.50, 0.75, 850, 1000, 0, 1.517629, 0.658923, 4.87
1.50, 0.50, 0.75, 850, 1000, 1, 0.860503, 1.162111, 4.87
1.50, 0.50, 0.75, 850, 1000, 2, 0.893132, 1.119655, 4.87
1.50, 0.50, 0.75, 1300, 100, 0, 0.394403, 2.535478, 4.88
1.50, 0.50, 0.75, 1300, 100, 1, 0.286174, 3.494378, 4.88
1.50, 0.50, 0.75, 1300, 100, 2, 0.277083, 3.609027, 4.88
1.50, 0.50, 0.75, 1300, 550, 0, 1.343065, 0.744566, 4.87
1.50, 0.50, 0.75, 1300, 550, 1, 0.757660, 1.319853, 4.86
1.50, 0.50, 0.75, 1300, 550, 2, 0.775045, 1.290248, 4.87
1.50, 0.50, 0.75, 1300, 1000, 0, 2.271938, 0.440153, 4.85
1.50, 0.50, 0.75, 1300, 1000, 1, 1.223749, 0.817161, 4.85
1.50, 0.50, 0.75, 1300, 1000, 2, 1.303704, 0.767045, 4.85
1.50, 0.50, 0.90, 400, 100, 0, 0.240911, 4.150911, 4.79
1.50, 0.50, 0.90, 400, 100, 1, 0.207028, 4.830265, 4.79
1.50, 0.50, 0.90, 400, 100, 2, 0.204921, 4.879929, 4.79
1.50, 0.50, 0.90, 400, 550, 0, 0.524680, 1.905924, 4.83
1.50, 0.50, 0.90, 400, 550, 1, 0.358177, 2.791916, 4.81
1.50, 0.50, 0.90, 400, 550, 2, 0.364054, 2.746845, 4.83
1.50, 0.50, 0.90, 400, 1000, 0, 0.810321, 1.234079, 4.82
1.50, 0.50, 0.90, 400, 1000, 1, 0.505559, 1.978009, 4.82
1.50, 0.50, 0.90, 400, 1000, 2, 0.488061, 2.048924, 4.82
1.50, 0.50, 0.90, 850, 100, 0, 0.308741, 3.238961, 4.78
1.50, 0.50, 0.90, 850, 100, 1, 0.235673, 4.243167, 4.79
1.50, 0.50, 0.90, 850, 100, 2, 0.247732, 4.036620, 4.78
1.50, 0.50, 0.90, 850, 550, 0, 0.921040, 1.085729, 4.82
1.50, 0.50, 0.90, 850, 550, 1, 0.550573, 1.816290, 4.81
1.50, 0.50, 0.90, 850, 550, 2, 0.563902, 1.773358, 4.82
1.50, 0.50, 0.90, 850, 1000, 0, 1.537785, 0.650286, 4.81
1.50, 0.50, 0.90, 850, 1000, 1, 0.822021, 1.216514, 4.81
1.50, 0.50, 0.90, 850, 1000, 2, 0.862447, 1.159492, 4.81
1.50, 0.50, 0.90, 1300, 100, 0, 0.391091, 2.556950, 4.77
1.50, 0.50, 0.90, 1300, 100, 1, 0.284478, 3.515210, 4.77
1.50, 0.50, 0.90, 1300, 100, 2, 0.291236, 3.433641, 4.77
1.50, 0.50, 0.90, 1300, 550, 0, 1.330581, 0.751551, 4.82
1.50, 0.50, 0.90, 1300, 550, 1, 0.739912, 1.351512, 4.81
1.50, 0.50, 0.90, 1300, 550, 2, 0.776335, 1.288104, 4.82
1.50, 0.50, 0.90, 1300, 1000, 0, 2.279264, 0.438738, 4.80
1.50, 0.50, 0.90, 1300, 1000, 1, 1.195684, 0.836341, 4.80
1.50, 0.50, 0.90, 1300, 1000, 2, 1.267125, 0.789188, 4.80
2.40, 0.20, 0.60, 400, 100, 0, 0.265689, 3.763799, 4.90
2.40, 0.20, 0.60, 400, 100, 1, 0.213063, 4.693447, 4.90
2.40, 0.20, 0.60, 400, 100, 2, 0.214643, 4.658899, 4.90
2.40, 0.20, 0.60, 400, 550, 0, 0.660493, 1.514021, 4.86
2.40, 0.20, 0.60, 400, 550, 1, 0.388277, 2.575481, 4.86
2.40, 0.20, 0.60, 400, 550, 2, 0.396590, 2.521496, 4.86
2.40, 0.20, 0.60, 400, 1000, 0, 1.045223, 0.956734, 4.85
2.40, 0.20, 0.60, 400, 1000, 1, 0.619199, 1.614990, 4.85
2.40, 0.20, 0.60, 400, 1000, 2, 0.665235, 1.503228, 4.85
2.40, 0.20, 0.60, 850, 100, 0, 0.378212, 2.644020, 4.87
2.40, 0.20, 0.60, 850, 100, 1, 0.255850, 3.908540, 4.87
2.40, 0.20, 0.60, 850, 100, 2, 0.250003, 3.999952, 4.87
2.40, 0.20, 0.60, 850, 550, 0, 1.214951, 0.823078, 4.85
2.40, 0.20, 0.60, 850, 550, 1, 0.608409, 1.643631, 4.84
2.40, 0.20, 0.60, 850, 550, 2, 0.650481, 1.537324, 4.85
2.40, 0.20, 0.60, 850, 1000, 0, 2.091680, 0.478085, 4.82
2.40, 0.20, 0.60, 850, 1000, 1, 0.994386, 1.005646, 4.82
2.40, 0.20, 0.60, 850, 1000, 2, 1.051872, 0.950686, 4.82
2.40, 0.20, 0.60, 1300, 100, 0, 0.475222, 2.104280, 4.86
2.40, 0.20, 0.60, 1300, 100, 1, 0.306512, 3.262515, 4.86
2.40, 0.20, 0.60, 1300, 100, 2, 0.319471, 3.130175, 4.86
2.40, 0.20, 0.60, 1300, 550, 0, 1.791789, 0.558101, 4.84
2.40, 0.20, 0.60, 1300, 550, 1, 0.873994, 1.144173, 4.84
2.40, 0.20, 0.60, 1300, 550, 2, 0.909723, 1.099236, 4.84
2.40, 0.20, 0.60, 1300, 1000, 0, 3.093608, 0.323247, 4.82
2.40, 0.20, 0.60, 1300, 1000, 1, 1.428951, 0.699814, 4.82
2.40, 0.20, 0.60, 1300, 1000, 2, 1.510776, 0.661911, 4.82
2.40, 0.20, 0.75, 400, 100, 0, 0.260688, 3.836003, 4.85
2.40, 0.20, 0.75, 400, 100, 1, 0.191800, 5.213764, 4.85
2.40, 0.20, 0.75, 400, 100, 2, 0.215845, 4.632954, 4.85
2.40, 0.20, 0.75, 400, 550, 0, 0.662166, 1.510195, 4.85
2.40, 0.20, 0.75, 400, 550, 1, 0.384873, 2.598260, 4.84
2.40, 0.20, 0.75, 400, 550, 2, 0.388958, 2.570972, 4.85
2.40, 0.20, 0.75, 400, 1000, 0, 1.038524, 0.962905, 4.83
2.40, 0.20, 0.75, 400, 1000, 1, 0.564360, 1.771919, 4.83
2.40, 0.20, 0.75, 400, 1000, 2, 0.585743, 1.707233, 4.83
2.40, 0.20, 0.75, 850, 100, 0, 0.361326, 2.767584, 4.84
2.40, 0.20, 0.75, 850, 100, 1, 0.237647, 4.207922, 4.85
2.40, 0.20, 0.75, 850, 100, 2, 0.237822, 4.204825, 4.84
2.40, 0.20, 0.75, 850, 550, 0, 1.225224, 0.816177, 4.84
2.40, 0.20, 0.75, 850, 550, 1, 0.625891, 1.597722, 4.83
2.40, 0.20, 0.75, 850, 550, 2, 0.653131, 1.531086, 4.84
2.40, 0.20, 0.75, 850, 1000, 0, 2.075416, 0.481831, 4.82
2.40, 0.20, 0.75, 850, 1000, 1, 1.010675, 0.989438, 4.82
2.40, 0.20, 0.75, 850, 1000, 2, 1.045499, 0.956481, 4.82
2.40, 0.20, 0.75, 1300, 100, 0, 0.463986, 2.155237, 4.82
2.40, 0.20, 0.75, 1300, 100, 1, 0.305920, 3.268828, 4.82
2.40, 0.20, 0.75, 1300, 100, 2, 0.290626, 3.440848, 4.82
2.40, 0.20, 0.75, 1300, 550, 0, 1.787372, 0.559481, 4.83
2.40, 0.20, 0.75, 1300, 550, 1, 0.839995, 1.190483, 4.82
2.40, 0.20, 0.75, 1300, 550, 2, 0.894046, 1.118511, 4.83
2.40, 0.20, 0.75, 1300, 1000, 0, 3.104472, 0.322116, 4.82
2.40, 0.20, 0.75, 1300, 1000, 1, 1.386980, 0.720991, 4.82
2.40, 0.20, 0.75, 1300, 1000, 2, 1.501332, 0.666075, 4.82
2.40, 0.20, 0.90, 400, 100, 0, 0.259434, 3.854545, 4.80
2.40, 0.20, 0.90, 400, 100, 1, 0.191054, 5.234122, 4.80
2.40, 0.20, 0.90, 400, 100, 2, 0.210681, 4.746512, 4.80
2.40, 0.20, 0.90, 400, 550, 0, 0.657550, 1.520797, 4.80
2.40, 0.20, 0.90, 400, 550, 1, 0.390402, 2.561462, 4.78
2.40, 0.20, 0.90, 400, 550, 2, 0.398202, 2.511288, 4.80
2.40, 0.20, 0.90, 400, 1000, 0, 1.038349, 0.963067, 4.80
2.40, 0.20, 0.90, 400, 1000, 1, 0.543378, 1.840340, 4.80
2.40, 0.20, 0.90, 400, 1000, 2, 0.562281, 1.778470, 4.80
2.40, 0.20, 0.90, 850, 100, 0, 0.350940, 2.849490, 4.77
2.40, 0.20, 0.90, 850, 100, 1, 0.257732, 3.879999, 4.78
2.40, 0.20, 0.90, 850, 100, 2, 0.264183, 3.785255, 4.77
2.40, 0.20, 0.90, 850, 550, 0, 1.215230, 0.822889, 4.80
2.40, 0.20, 0.90, 850, 550, 1, 0.679454, 1.471770, 4.78
2.40, 0.20, 0.90, 850, 550, 2, 0.733619, 1.363105, 4.80
2.40, 0.20, 0.90, 850, 1000, 0, 2.093623, 0.477641, 4.80
2.40, 0.20, 0.90, 850, 1000, 1, 1.055980, 0.946988, 4.80
2.40, 0.20, 0.90, 850, 1000, 2, 1.112144, 0.899164, 4.80
2.40, 0.20, 0.90, 1300, 100, 0, 0.476639, 2.098024, 4.78
2.40, 0.20, 0.90, 1300, 100, 1, 0.336874, 2.968469, 4.78
2.40, 0.20, 0.90, 1300, 100, 2, 0.385676, 2.592850, 4.78
2.40, 0.20, 0.90, 1300, 550, 0, 1.792296, 0.557944, 4.79
2.40, 0.20, 0.90, 1300, 550, 1, 0.949086, 1.053645, 4.79
2.40, 0.20, 0.90, 1300, 550, 2, 0.993442, 1.006601, 4.79
2.40, 0.20, 0.90, 1300, 1000, 0, 3.095626, 0.323036, 4.79
2.40, 0.20, 0.90, 1300, 1000, 1, 1.471331, 0.679657, 4.79
2.40, 0.20, 0.90, 1300, 1000, 2, 1.473735, 0.678548, 4.79
2.40, 0.35, 0.60, 400, 100, 0, 0.259096, 3.859573, 4.89
2.40, 0.35, 0.60, 400, 100, 1, 0.232941, 4.292933, 4.89
2.40, 0.35, 0.60, 400, 100, 2, 0.230579, 4.336908, 4.89
2.40, 0.35, 0.60, 400, 550, 0, 0.668034, 1.496930, 4.86
2.40, 0.35, 0.60, 400, 550, 1, 0.451753, 2.213599, 4.86
2.40, 0.35, 0.60, 400, 550, 2, 0.491968, 2.032653, 4.86
2.40, 0.35, 0.60, 400, 1000, 0, 1.058881, 0.944393, 4.85
2.40, 0.35, 0.60, 400, 1000, 1, 0.611880, 1.634307, 4.85
2.40, 0.35, 0.60, 400, 1000, 2, 0.662011, 1.510549, 4.85
2.40, 0.35, 0.60, 850, 100, 0, 0.377993, 2.645552, 4.86
2.40, 0.35, 0.60, 850, 100, 1, 0.280724, 3.562218, 4.86
2.40, 0.35, 0.60, 850, 100, 2, 0.307302, 3.254128, 4.86
2.40, 0.35, 0.60, 850, 550, 0, 1.235621, 0.809310, 4.85
2.40, 0.35, 0.60, 850, 550, 1, 0.707258, 1.413911, 4.84
2.40, 0.35, 0.60, 850, 550, 2, 0.712066, 1.404364, 4.85
2.40, 0.35, 0.60, 850, 1000, 0, 2.091489, 0.478128, 4.83
2.40, 0.35, 0.60, 850, 1000, 1, 1.044983, 0.956953, 4.83
2.40, 0.35, 0.60, 850, 1000, 2, 1.128306, 0.886284, 4.83
2.40, 0.35, 0.60, 1300, 100, 0, 0.477579, 2.093894, 4.85
2.40, 0.35, 0.60, 1300, 100, 1, 0.353961, 2.825170, 4.85
2.40, 0.35, 0.60, 1300, 100, 2, 0.385024, 2.597241, 4.85
2.40, 0.35, 0.60, 1300, 550, 0, 1.803466, 0.554488, 4.84
2.40, 0.35, 0.60, 1300, 550, 1, 0.951381, 1.051104, 4.84
2.40, 0.35, 0.60, 1300, 550, 2, 0.990196, 1.009901, 4.84
2.40, 0.35, 0.60, 1300, 1000, 0, 3.128820, 0.319609, 4.82
2.40, 0.35, 0.60, 1300, 1000, 1, 1.412298, 0.708066, 4.82
2.40, 0.35, 0.60, 1300, 1000, 2, 1.543160, 0.648021, 4.82
2.40, 0.35, 0.75, 400, 100, 0, 0.254798, 3.924678, 4.85
2.40, 0.35, 0.75, 400, 100, 1, 0.222068, 4.503125, 4.85
2.40, 0.35, 0.75, 400, 100, 2, 0.244537, 4.089361, 4.85
2.40, 0.35, 0.75, 400, 550, 0, 0.644332, 1.551995, 4.84
2.40, 0.35, 0.75, 400, 550, 1, 0.415036, 2.409430, 4.84
2.40, 0.35, 0.75, 400, 550, 2, 0.418773, 2.387929, 4.84
2.40, 0.35, 0.75, 400, 1000, 0, 1.058483, 0.944748, 4.83
2.40, 0.35, 0.75, 400, 1000, 1, 0.583744, 1.713080, 4.83
2.40, 0.35, 0.75, 400, 1000, 2, 0.616284, 1.622629, 4.83
2.40, 0.35, 0.75, 850, 100, 0, 0.359088, 2.784833, 4.83
2.40, 0.35, 0.75, 850, 100, 1, 0.263693, 3.792289, 4.84
2.40, 0.35, 0.75, 850, 100, 2, 0.306032, 3.267632, 4.83
2.40, 0.35, 0.75, 850, 550, 0, 1.213540, 0.824035, 4.83
2.40, 0.35, 0.75, 850, 550, 1, 0.656221, 1.523877, 4.83
2.40, 0.35, 0.75, 850, 550, 2, 0.681420, 1.467524, 4.83
2.40, 0.35, 0.75, 850, 1000, 0, 2.071343, 0.482779, 4.83
2.40, 0.35, 0.75, 850, 1000, 1, 1.002833, 0.997175, 4.83
2.40, 0.35, 0.75, 850, 1000, 2, 1.046590, 0.955484, 4.83
2.40, 0.35, 0.75, 1300, 100, 0, 0.459018, 2.178564, 4.82
2.40, 0.35, 0.75, 1300, 100, 1, 0.304241, 3.286868, 4.82
2.40, 0.35, 0.75, 1300, 100, 2, 0.300294, 3.330070, 4.82
2.40, 0.35, 0.75, 1300, 550, 0, 1.774904, 0.563411, 4.83
2.40, 0.35, 0.75, 1300, 550, 1, 0.856154, 1.168014, 4.82
2.40, 0.35, 0.75, 1300, 550, 2, 0.904349, 1.105768, 4.83
2.40, 0.35, 0.75, 1300, 1000, 0, 3.101026, 0.322474, 4.82
2.40, 0.35, 0.75, 1300, 1000, 1, 1.417587, 0.705424, 4.82
2.40, 0.35, 0.75, 1300, 1000, 2, 1.523688, 0.656302, 4.82
2.40, 0.35, 0.90, 400, 100, 0, 0.265536, 3.765968, 4.77
2.40, 0.35, 0.90, 400, 100, 1, 0.229530, 4.356729, 4.77
2.40, 0.35, 0.90, 400, 100, 2, 0.230924, 4.330429, 4.77
2.40, 0.35, 0.90, 400, 550, 0, 0.705652, 1.417129, 4.79
2.40, 0.35, 0.90, 400, 550, 1, 0.410426, 2.436493, 4.78
2.40, 0.35, 0.90, 400, 550, 2, 0.440533, 2.269978, 4.79
2.40, 0.35, 0.90, 400, 1000, 0, 1.044087, 0.957775, 4.79
2.40, 0.35, 0.90, 400, 1000, 1, 0.585207, 1.708797, 4.79
2.40, 0.35, 0.90, 400, 1000, 2, 0.628314, 1.591561, 4.79
2.40, 0.35, 0.90, 850, 100, 0, 0.361955, 2.762774, 4.76
2.40, 0.35, 0.90, 850, 100, 1, 0.278130, 3.595441, 4.76
2.40, 0.35, 0.90, 850, 100, 2, 0.294475, 3.395874, 4.76
2.40, 0.35, 0.90, 850, 550, 0, 1.226599, 0.815262, 4.79
2.40, 0.35, 0.90, 850, 550, 1, 0.649389, 1.539909, 4.78
2.40, 0.35, 0.90, 850, 550, 2, 0.685200, 1.459428, 4.79
2.40, 0.35, 0.90, 850, 1000, 0, 2.075776, 0.481748, 4.80
2.40, 0.35, 0.90, 850, 1000, 1, 1.006342, 0.993698, 4.79
2.40, 0.35, 0.90, 850, 1000, 2, 1.064224, 0.939652, 4.80
2.40, 0.35, 0.90, 1300, 100, 0, 0.470917, 2.123516, 4.76
2.40, 0.35, 0.90, 1300, 100, 1, 0.300140, 3.331779, 4.76
2.40, 0.35, 0.90, 1300, 100, 2, 0.288821, 3.462352, 4.76
2.40, 0.35, 0.90, 1300, 550, 0, 1.788300, 0.559190, 4.79
2.40, 0.35, 0.90, 1300, 550, 1, 0.903084, 1.107317, 4.78
2.40, 0.35, 0.90, 1300, 550, 2, 0.889206, 1.124599, 4.79
2.40, 0.35, 0.90, 1300, 1000, 0, 3.076269, 0.325069, 4.79
2.40, 0.35, 0.90, 1300, 1000, 1, 1.385995, 0.721503, 4.79
2.40, 0.35, 0.90, 1300, 1000, 2, 1.513032, 0.660925, 4.79
2.40, 0.50, 0.60, 400, 100, 0, 0.258802, 3.863958, 4.88
2.40, 0.50, 0.60, 400, 100, 1, 0.217716, 4.593140, 4.88
2.40, 0.50, 0.60, 400, 100, 2, 0.208173, 4.803697, 4.88
2.40, 0.50, 0.60, 400, 550, 0, 0.671229, 1.489805, 4.86
2.40, 0.50, 0.60, 400, 550, 1, 0.380830, 2.625844, 4.85
2.40, 0.50, 0.60, 400, 550, 2, 0.439460, 2.275520, 4.86
2.40, 0.50, 0.60, 400, 1000, 0, 1.071189, 0.933542, 4.85
2.40, 0.50, 0.60, 400, 1000, 1, 0.563199, 1.775571, 4.85
2.40, 0.50, 0.60, 400, 1000, 2, 0.609512, 1.640657, 4.85
2.40, 0.50, 0.60, 850, 100, 0, 0.361869, 2.763431, 4.85
2.40, 0.50, 0.60, 850, 100, 1, 0.285080, 3.507787, 4.85
2.40, 0.50, 0.60, 850, 100, 2, 0.252489, 3.960569, 4.85
2.40, 0.50, 0.60, 850, 550, 0, 1.213166, 0.824290, 4.85
2.40, 0.50, 0.60, 850, 550, 1, 0.627653, 1.593237, 4.85
2.40, 0.50, 0.60, 850, 550, 2, 0.668928, 1.494929, 4.85
2.40, 0.50, 0.60, 850, 1000, 0, 2.085350, 0.479536, 4.83
2.40, 0.50, 0.60, 850, 1000, 1, 1.005163, 0.994864, 4.83
2.40, 0.50, 0.60, 850, 1000, 2, 1.065184, 0.938805, 4.83
2.40, 0.50, 0.60, 1300, 100, 0, 0.462225, 2.163449, 4.85
2.40, 0.50, 0.60, 1300, 100, 1, 0.302975, 3.300602, 4.85
2.40, 0.50, 0.60, 1300, 100, 2, 0.355262, 2.814824, 4.85
2.40, 0.50, 0.60, 1300, 550, 0, 1.779640, 0.561911, 4.84
2.40, 0.50, 0.60, 1300, 550, 1, 0.851241, 1.174755, 4.84
2.40, 0.50, 0.60, 1300, 550, 2, 0.899379, 1.111878, 4.84
2.40, 0.50, 0.60, 1300, 1000, 0, 3.131513, 0.319334, 4.83
2.40, 0.50, 0.60, 1300, 1000, 1, 1.436495, 0.696139, 4.83
2.40, 0.50, 0.60, 1300, 1000, 2, 1.535550, 0.651232, 4.83
2.40, 0.50, 0.75, 400, 100, 0, 0.337722, 2.961015, 4.82
2.40, 0.50, 0.75, 400, 100, 1, 0.197467, 5.064137, 4.82
2.40, 0.50, 0.75, 400, 100, 2, 0.216461, 4.619770, 4.82
2.40, 0.50, 0.75, 400, 550, 0, 0.639938, 1.562651, 4.83
2.40, 0.50, 0.75, 400, 550, 1, 0.413857, 2.416294, 4.83
2.40, 0.50, 0.75, 400, 550, 2, 0.406110, 2.462387, 4.83
