sigma,tlow,thigh,width,height,mp,time,fps,psnr
2.40, 0.50, 0.75, 400, 1000, 0, 1.063272, 0.940493, 4.83
2.40, 0.50, 0.75, 400, 1000, 1, 0.592484, 1.687809, 4.83
2.40, 0.50, 0.75, 400, 1000, 2, 0.651864, 1.534062, 4.83
2.40, 0.50, 0.75, 850, 100, 0, 0.338985, 2.949983, 4.81
2.40, 0.50, 0.75, 850, 100, 1, 0.250410, 3.993451, 4.81
2.40, 0.50, 0.75, 850, 100, 2, 0.298366, 3.351588, 4.81
2.40, 0.50, 0.75, 850, 550, 0, 1.232093, 0.811627, 4.83
2.40, 0.50, 0.75, 850, 550, 1, 0.631180, 1.584334, 4.82
2.40, 0.50, 0.75, 850, 550, 2, 0.636014, 1.572292, 4.83
2.40, 0.50, 0.75, 850, 1000, 0, 2.069888, 0.483118, 4.83
2.40, 0.50, 0.75, 850, 1000, 1, 0.982271, 1.018049, 4.83
2.40, 0.50, 0.75, 850, 1000, 2, 1.071241, 0.933497, 4.83
2.40, 0.50, 0.75, 1300, 100, 0, 0.475030, 2.105130, 4.80
2.40, 0.50, 0.75, 1300, 100, 1, 0.297896, 3.356876, 4.80
2.40, 0.50, 0.75, 1300, 100, 2, 0.312182, 3.203260, 4.80
2.40, 0.50, 0.75, 1300, 550, 0, 1.779552, 0.561939, 4.82
2.40, 0.50, 0.75, 1300, 550, 1, 0.890706, 1.122705, 4.82
2.40, 0.50, 0.75, 1300, 550, 2, 0.898647, 1.112784, 4.82
2.40, 0.50, 0.75, 1300, 1000, 0, 3.084420, 0.324210, 4.82
2.40, 0.50, 0.75, 1300, 1000, 1, 1.444891, 0.692094, 4.82
2.40, 0.50, 0.75, 1300, 1000, 2, 1.507292, 0.663441, 4.82
2.40, 0.50, 0.90, 400, 100, 0, 0.239343, 4.178104, 4.75
2.40, 0.50, 0.90, 400, 100, 1, 0.210084, 4.760001, 4.75
2.40, 0.50, 0.90, 400, 100, 2, 0.238602, 4.191080, 4.75
2.40, 0.50, 0.90, 400, 550, 0, 0.653776, 1.529576, 4.77
2.40, 0.50, 0.90, 400, 550, 1, 0.381301, 2.622600, 4.76
2.40, 0.50, 0.90, 400, 550, 2, 0.398360, 2.510292, 4.77
2.40, 0.50, 0.90, 400, 1000, 0, 1.048858, 0.953418, 4.78
2.40, 0.50, 0.90, 400, 1000, 1, 0.552576, 1.809706, 4.78
2.40, 0.50, 0.90, 400, 1000, 2, 0.572712, 1.746078, 4.78
2.40, 0.50, 0.90, 850, 100, 0, 0.357059, 2.800658, 4.75
2.40, 0.50, 0.90, 850, 100, 1, 0.256425, 3.899776, 4.75
2.40, 0.50, 0.90, 850, 100, 2, 0.257381, 3.885291, 4.75
2.40, 0.50, 0.90, 850, 550, 0, 1.214033, 0.823701, 4.78
2.40, 0.50, 0.90, 850, 550, 1, 0.618742, 1.616183, 4.76
2.40, 0.50, 0.90, 850, 550, 2, 0.624493, 1.601299, 4.78
2.40, 0.50, 0.90, 850, 1000, 0, 2.070470, 0.482982, 4.79
2.40, 0.50, 0.90, 850, 1000, 1, 0.958017, 1.043823, 4.79
2.40, 0.50, 0.90, 850, 1000, 2, 1.028962, 0.971853, 4.79
2.40, 0.50, 0.90, 1300, 100, 0, 0.468979, 2.132292, 4.74
2.40, 0.50, 0.90, 1300, 100, 1, 0.295387, 3.385389, 4.74
2.40, 0.50, 0.90, 1300, 100, 2, 0.316413, 3.160426, 4.74
2.40, 0.50, 0.90, 1300, 550, 0, 1.748294, 0.571986, 4.78
2.40, 0.50, 0.90, 1300, 550, 1, 0.849380, 1.177329, 4.77
2.40, 0.50, 0.90, 1300, 550, 2, 0.896668, 1.115240, 4.78
2.40, 0.50, 0.90, 1300, 1000, 0, 3.063941, 0.326377, 4.79
2.40, 0.50, 0.90, 1300, 1000, 1, 1.401633, 0.713454, 4.79
2.40, 0.50, 0.90, 1300, 1000, 2, 1.482924, 0.674343, 4.79
0.60, 0.35, 0.60, 400, 100, 2, 0.167615, 5.966053, 5.07
0.60, 0.35, 0.60, 400, 100, 2, 0.163876, 6.102175, 5.07
2.40, 0.50, 0.90, 1300, 100, 2, 0.338622, 2.953145, 4.74
0.60, 0.50, 0.90, 400, 100, 1, 0.153875, 6.498781, 4.88
2.40, 0.50, 0.60, 1300, 1000, 0, 3.081346, 0.324533, 4.83
