sigma,tlow,thigh,width,height,mp,time,fps,psnr
1.50, 0.35, 0.60, 850, 550, 0, 22.688810, 1.322238, 3.72
1.50, 0.35, 0.60, 850, 550, 1, 11.989624, 2.502164, 3.71
1.50, 0.35, 0.60, 850, 550, 2, 12.858000, 2.333178, 3.72
1.50, 0.35, 0.60, 850, 1000, 0, 40.927941, 0.732996, 3.70
1.50, 0.35, 0.60, 850, 1000, 1, 21.918287, 1.368720, 3.70
1.50, 0.35, 0.60, 850, 1000, 2, 23.449276, 1.279357, 3.70
1.50, 0.35, 0.60, 1300, 100, 0, 6.565847, 4.569098, 3.84
1.50, 0.35, 0.60, 1300, 100, 1, 3.528308, 8.502659, 3.84
1.50, 0.35, 0.60, 1300, 100, 2, 3.758650, 7.981589, 3.84
1.50, 0.35, 0.60, 1300, 550, 0, 35.055249, 0.855792, 3.71
1.50, 0.35, 0.60, 1300, 550, 1, 18.440810, 1.626827, 3.71
1.50, 0.35, 0.60, 1300, 550, 2, 19.809746, 1.514406, 3.71
1.50, 0.35, 0.60, 1300, 1000, 0, 63.335318, 0.473669, 3.70
1.50, 0.35, 0.60, 1300, 1000, 1, 33.104677, 0.906216, 3.70
1.50, 0.35, 0.60, 1300, 1000, 2, 36.074852, 0.831604, 3.70
1.50, 0.35, 0.75, 400, 100, 0, 2.270759, 13.211442, 3.83
1.50, 0.35, 0.75, 400, 100, 1, 1.367120, 21.943941, 3.83
1.50, 0.35, 0.75, 400, 100, 2, 1.362237, 22.022600, 3.83
1.50, 0.35, 0.75, 400, 550, 0, 10.598227, 2.830662, 3.73
1.50, 0.35, 0.75, 400, 550, 1, 5.615990, 5.341890, 3.72
1.50, 0.35, 0.75, 400, 550, 2, 5.887008, 5.095967, 3.73
1.50, 0.35, 0.75, 400, 1000, 0, 19.108299, 1.569998, 3.71
1.50, 0.35, 0.75, 400, 1000, 1, 10.172831, 2.949032, 3.71
1.50, 0.35, 0.75, 400, 1000, 2, 11.046503, 2.715792, 3.71
1.50, 0.35, 0.75, 850, 100, 0, 4.423196, 6.782426, 3.80
1.50, 0.35, 0.75, 850, 100, 1, 2.500674, 11.996766, 3.80
1.50, 0.35, 0.75, 850, 100, 2, 2.530082, 11.857323, 3.80
1.50, 0.35, 0.75, 850, 550, 0, 22.623344, 1.326064, 3.69
1.50, 0.35, 0.75, 850, 550, 1, 11.864321, 2.528590, 3.68
1.50, 0.35, 0.75, 850, 550, 2, 12.767760, 2.349668, 3.69
1.50, 0.35, 0.75, 850, 1000, 0, 40.892975, 0.733622, 3.67
1.50, 0.35, 0.75, 850, 1000, 1, 21.904104, 1.369606, 3.67
1.50, 0.35, 0.75, 850, 1000, 2, 23.199067, 1.293155, 3.67
1.50, 0.35, 0.75, 1300, 100, 0, 6.465334, 4.640132, 3.80
1.50, 0.35, 0.75, 1300, 100, 1, 3.498402, 8.575344, 3.80
1.50, 0.35, 0.75, 1300, 100, 2, 3.633285, 8.256991, 3.80
1.50, 0.35, 0.75, 1300, 550, 0, 34.586208, 0.867398, 3.69
1.50, 0.35, 0.75, 1300, 550, 1, 18.465173, 1.624680, 3.68
1.50, 0.35, 0.75, 1300, 550, 2, 19.463880, 1.541317, 3.69
1.50, 0.35, 0.75, 1300, 1000, 0, 63.280841, 0.474077, 3.66
1.50, 0.35, 0.75, 1300, 1000, 1, 33.073553, 0.907069, 3.66
1.50, 0.35, 0.75, 1300, 1000, 2, 35.725785, 0.839730, 3.66
1.50, 0.35, 0.90, 400, 100, 0, 2.319264, 12.935138, 3.67
1.50, 0.35, 0.90, 400, 100, 1, 1.360850, 22.045045, 3.67
1.50, 0.35, 0.90, 400, 100, 2, 1.345709, 22.293081, 3.67
1.50, 0.35, 0.90, 400, 550, 0, 10.499194, 2.857362, 3.68
1.50, 0.35, 0.90, 400, 550, 1, 5.543304, 5.411935, 3.67
1.50, 0.35, 0.90, 400, 550, 2, 5.780207, 5.190126, 3.68
1.50, 0.35, 0.90, 400, 1000, 0, 18.923192, 1.585356, 3.67
1.50, 0.35, 0.90, 400, 1000, 1, 9.906913, 3.028188, 3.67
1.50, 0.35, 0.90, 400, 1000, 2, 10.816613, 2.773511, 3.67
1.50, 0.35, 0.90, 850, 100, 0, 4.368244, 6.867748, 3.66
1.50, 0.35, 0.90, 850, 100, 1, 2.496010, 12.019183, 3.65
1.50, 0.35, 0.90, 850, 100, 2, 2.495331, 12.022453, 3.66
1.50, 0.35, 0.90, 850, 550, 0, 22.502759, 1.333170, 3.65
1.50, 0.35, 0.90, 850, 550, 1, 11.610250, 2.583924, 3.64
1.50, 0.35, 0.90, 850, 550, 2, 12.729588, 2.356714, 3.65
1.50, 0.35, 0.90, 850, 1000, 0, 40.602272, 0.738875, 3.64
1.50, 0.35, 0.90, 850, 1000, 1, 21.212512, 1.414260, 3.63
1.50, 0.35, 0.90, 850, 1000, 2, 22.762340, 1.317966, 3.64
1.50, 0.35, 0.90, 1300, 100, 0, 6.487152, 4.624526, 3.65
1.50, 0.35, 0.90, 1300, 100, 1, 3.465474, 8.656824, 3.65
1.50, 0.35, 0.90, 1300, 100, 2, 3.553183, 8.443134, 3.65
1.50, 0.35, 0.90, 1300, 550, 0, 34.336115, 0.873716, 3.65
1.50, 0.35, 0.90, 1300, 550, 1, 18.034936, 1.663438, 3.64
1.50, 0.35, 0.90, 1300, 550, 2, 19.534090, 1.535777, 3.65
1.50, 0.35, 0.90, 1300, 1000, 0, 62.785284, 0.477819, 3.63
1.50, 0.35, 0.90, 1300, 1000, 1, 32.309150, 0.928530, 3.63
1.50, 0.35, 0.90, 1300, 1000, 2, 35.223920, 0.851694, 3.63
1.50, 0.50, 0.60, 400, 100, 0, 2.293502, 13.080433, 3.86
1.50, 0.50, 0.60, 400, 100, 1, 1.382503, 21.699772, 3.86
1.50, 0.50, 0.60, 400, 100, 2, 1.366178, 21.959071, 3.86
1.50, 0.50, 0.60, 400, 550, 0, 10.591370, 2.832495, 3.75
1.50, 0.50, 0.60, 400, 550, 1, 5.574007, 5.382125, 3.74
1.50, 0.50, 0.60, 400, 550, 2, 5.945319, 5.045987, 3.75
1.50, 0.50, 0.60, 400, 1000, 0, 19.299497, 1.554445, 3.73
1.50, 0.50, 0.60, 400, 1000, 1, 10.082550, 2.975438, 3.73
1.50, 0.50, 0.60, 400, 1000, 2, 10.983468, 2.731378, 3.73
1.50, 0.50, 0.60, 850, 100, 0, 4.422546, 6.783423, 3.84
1.50, 0.50, 0.60, 850, 100, 1, 2.522221, 11.894279, 3.83
1.50, 0.50, 0.60, 850, 100, 2, 2.554070, 11.745958, 3.84
1.50, 0.50, 0.60, 850, 550, 0, 22.693792, 1.321947, 3.72
1.50, 0.50, 0.60, 850, 550, 1, 12.112906, 2.476697, 3.71
1.50, 0.50, 0.60, 850, 550, 2, 12.897054, 2.326113, 3.72
1.50, 0.50, 0.60, 850, 1000, 0, 41.203185, 0.728099, 3.70
1.50, 0.50, 0.60, 850, 1000, 1, 21.783079, 1.377216, 3.70
1.50, 0.50, 0.60, 850, 1000, 2, 22.977717, 1.305613, 3.70
1.50, 0.50, 0.60, 1300, 100, 0, 6.547201, 4.582111, 3.83
1.50, 0.50, 0.60, 1300, 100, 1, 3.550863, 8.448650, 3.83
1.50, 0.50, 0.60, 1300, 100, 2, 3.628035, 8.268939, 3.83
1.50, 0.50, 0.60, 1300, 550, 0, 35.116499, 0.854299, 3.71
1.50, 0.50, 0.60, 1300, 550, 1, 18.490013, 1.622498, 3.70
1.50, 0.50, 0.60, 1300, 550, 2, 19.373311, 1.548522, 3.71
1.50, 0.50, 0.60, 1300, 1000, 0, 63.216723, 0.474558, 3.69
1.50, 0.50, 0.60, 1300, 1000, 1, 33.084212, 0.906777, 3.69
1.50, 0.50, 0.60, 1300, 1000, 2, 35.534163, 0.844258, 3.69
1.50, 0.50, 0.75, 400, 100, 0, 2.282052, 13.146063, 3.81
1.50, 0.50, 0.75, 400, 100, 1, 1.356453, 22.116505, 3.81
1.50, 0.50, 0.75, 400, 100, 2, 1.360963, 22.043215, 3.81
1.50, 0.50, 0.75, 400, 550, 0, 10.515194, 2.853014, 3.72
1.50, 0.50, 0.75, 400, 550, 1, 5.610575, 5.347046, 3.71
1.50, 0.50, 0.75, 400, 550, 2, 5.851656, 5.126754, 3.72
1.50, 0.50, 0.75, 400, 1000, 0, 19.132715, 1.567995, 3.70
1.50, 0.50, 0.75, 400, 1000, 1, 10.039900, 2.988078, 3.70
1.50, 0.50, 0.75, 400, 1000, 2, 10.792217, 2.779781, 3.70
1.50, 0.50, 0.75, 850, 100, 0, 4.399118, 6.819549, 3.78
1.50, 0.50, 0.75, 850, 100, 1, 2.522661, 11.892204, 3.78
1.50, 0.50, 0.75, 850, 100, 2, 2.542696, 11.798500, 3.78
1.50, 0.50, 0.75, 850, 550, 0, 22.479726, 1.334536, 3.69
1.50, 0.50, 0.75, 850, 550, 1, 11.818556, 2.538381, 3.68
1.50, 0.50, 0.75, 850, 550, 2, 12.970977, 2.312856, 3.69
1.50, 0.50, 0.75, 850, 1000, 0, 40.718556, 0.736765, 3.67
1.50, 0.50, 0.75, 850, 1000, 1, 21.443403, 1.399032, 3.66
1.50, 0.50, 0.75, 850, 1000, 2, 23.118228, 1.297677, 3.67
1.50, 0.50, 0.75, 1300, 100, 0, 6.502046, 4.613932, 3.78
1.50, 0.50, 0.75, 1300, 100, 1, 3.522723, 8.516139, 3.78
1.50, 0.50, 0.75, 1300, 100, 2, 3.661880, 8.192513, 3.78
1.50, 0.50, 0.75, 1300, 550, 0, 35.044448, 0.856056, 3.68
1.50, 0.50, 0.75, 1300, 550, 1, 18.023753, 1.664470, 3.67
1.50, 0.50, 0.75, 1300, 550, 2, 19.321241, 1.552695, 3.68
1.50, 0.50, 0.75, 1300, 1000, 0, 62.605554, 0.479191, 3.66
1.50, 0.50, 0.75, 1300, 1000, 1, 32.465946, 0.924045, 3.66
1.50, 0.50, 0.75, 1300, 1000, 2, 35.469002, 0.845809, 3.66
1.50, 0.50, 0.90, 400, 100, 0, 2.261451, 13.265819, 3.66
1.50, 0.50, 0.90, 400, 100, 1, 1.368025, 21.929424, 3.66
1.50, 0.50, 0.90, 400, 100, 2, 1.352791, 22.176375, 3.66
1.50, 0.50, 0.90, 400, 550, 0, 10.470412, 2.865217, 3.67
1.50, 0.50, 0.90, 400, 550, 1, 5.448191, 5.506415, 3.66
1.50, 0.50, 0.90, 400, 550, 2, 5.813447, 5.160450, 3.67
1.50, 0.50, 0.90, 400, 1000, 0, 18.947394, 1.583331, 3.66
1.50, 0.50, 0.90, 400, 1000, 1, 9.889146, 3.033629, 3.66
1.50, 0.50, 0.90, 400, 1000, 2, 10.639753, 2.819614, 3.66
1.50, 0.50, 0.90, 850, 100, 0, 4.403809, 6.812285, 3.65
1.50, 0.50, 0.90, 850, 100, 1, 2.433468, 12.328085, 3.65
1.50, 0.50, 0.90, 850, 100, 2, 2.517313, 11.917469, 3.65
1.50, 0.50, 0.90, 850, 550, 0, 22.245868, 1.348565, 3.65
1.50, 0.50, 0.90, 850, 550, 1, 11.583162, 2.589966, 3.64
1.50, 0.50, 0.90, 850, 550, 2, 12.355488, 2.428071, 3.65
1.50, 0.50, 0.90, 850, 1000, 0, 40.467245, 0.741340, 3.63
1.50, 0.50, 0.90, 850, 1000, 1, 20.880118, 1.436773, 3.63
1.50, 0.50, 0.90, 850, 1000, 2, 22.655497, 1.324182, 3.63
1.50, 0.50, 0.90, 1300, 100, 0, 6.434482, 4.662380, 3.65
1.50, 0.50, 0.90, 1300, 100, 1, 3.426041, 8.756463, 3.65
1.50, 0.50, 0.90, 1300, 100, 2, 3.505723, 8.557436, 3.65
1.50, 0.50, 0.90, 1300, 550, 0, 34.633898, 0.866203, 3.64
1.50, 0.50, 0.90, 1300, 550, 1, 17.808500, 1.684589, 3.63
1.50, 0.50, 0.90, 1300, 550, 2, 19.394221, 1.546853, 3.64
1.50, 0.50, 0.90, 1300, 1000, 0, 62.380592, 0.480919, 3.63
1.50, 0.50, 0.90, 1300, 1000, 1, 32.029526, 0.936636, 3.63
1.50, 0.50, 0.90, 1300, 1000, 2, 34.727565, 0.863867, 3.63
2.40, 0.20, 0.60, 400, 100, 0, 3.006838, 9.977259, 3.80
2.40, 0.20, 0.60, 400, 100, 1, 1.550976, 19.342659, 3.80
2.40, 0.20, 0.60, 400, 100, 2, 1.554279, 19.301554, 3.80
2.40, 0.20, 0.60, 400, 550, 0, 14.682045, 2.043312, 3.73
2.40, 0.20, 0.60, 400, 550, 1, 6.732327, 4.456112, 3.73
2.40, 0.20, 0.60, 400, 550, 2, 7.421026, 4.042568, 3.73
2.40, 0.20, 0.60, 400, 1000, 0, 26.599603, 1.127836, 3.72
2.40, 0.20, 0.60, 400, 1000, 1, 12.459491, 2.407803, 3.72
2.40, 0.20, 0.60, 400, 1000, 2, 13.477638, 2.225909, 3.72
2.40, 0.20, 0.60, 850, 100, 0, 5.997996, 5.001671, 3.78
2.40, 0.20, 0.60, 850, 100, 1, 2.899701, 10.345894, 3.78
2.40, 0.20, 0.60, 850, 100, 2, 3.018898, 9.937401, 3.78
2.40, 0.20, 0.60, 850, 550, 0, 31.549095, 0.950899, 3.70
2.40, 0.20, 0.60, 850, 550, 1, 14.522409, 2.065773, 3.69
2.40, 0.20, 0.60, 850, 550, 2, 15.840627, 1.893864, 3.70
2.40, 0.20, 0.60, 850, 1000, 0, 57.678334, 0.520126, 3.68
2.40, 0.20, 0.60, 850, 1000, 1, 26.325118, 1.139596, 3.68
2.40, 0.20, 0.60, 850, 1000, 2, 28.819552, 1.040960, 3.68
2.40, 0.20, 0.60, 1300, 100, 0, 8.918588, 3.363761, 3.78
2.40, 0.20, 0.60, 1300, 100, 1, 4.082208, 7.348964, 3.78
2.40, 0.20, 0.60, 1300, 100, 2, 4.442457, 6.753020, 3.78
2.40, 0.20, 0.60, 1300, 550, 0, 48.530656, 0.618166, 3.69
2.40, 0.20, 0.60, 1300, 550, 1, 22.283538, 1.346285, 3.69
2.40, 0.20, 0.60, 1300, 550, 2, 24.265792, 1.236308, 3.69
2.40, 0.20, 0.60, 1300, 1000, 0, 88.097597, 0.340531, 3.67
2.40, 0.20, 0.60, 1300, 1000, 1, 40.037179, 0.749304, 3.67
2.40, 0.20, 0.60, 1300, 1000, 2, 44.213025, 0.678533, 3.67
2.40, 0.20, 0.75, 400, 100, 0, 2.983856, 10.054104, 3.73
2.40, 0.20, 0.75, 400, 100, 1, 1.541033, 19.467461, 3.73
2.40, 0.20, 0.75, 400, 100, 2, 1.554947, 19.293262, 3.73
2.40, 0.20, 0.75, 400, 550, 0, 14.643111, 2.048745, 3.71
2.40, 0.20, 0.75, 400, 550, 1, 6.669197, 4.498293, 3.71
2.40, 0.20, 0.75, 400, 550, 2, 7.291157, 4.114573, 3.71
2.40, 0.20, 0.75, 400, 1000, 0, 26.606249, 1.127555, 3.71
2.40, 0.20, 0.75, 400, 1000, 1, 12.162035, 2.466692, 3.71
2.40, 0.20, 0.75, 400, 1000, 2, 13.487629, 2.224260, 3.71
2.40, 0.20, 0.75, 850, 100, 0, 5.977618, 5.018722, 3.74
2.40, 0.20, 0.75, 850, 100, 1, 2.856943, 10.500735, 3.73
2.40, 0.20, 0.75, 850, 100, 2, 3.016173, 9.946379, 3.74
2.40, 0.20, 0.75, 850, 550, 0, 31.770818, 0.944263, 3.68
2.40, 0.20, 0.75, 850, 550, 1, 14.227820, 2.108545, 3.67
2.40, 0.20, 0.75, 850, 550, 2, 15.912796, 1.885275, 3.68
2.40, 0.20, 0.75, 850, 1000, 0, 57.426046, 0.522411, 3.66
2.40, 0.20, 0.75, 850, 1000, 1, 26.363630, 1.137931, 3.66
2.40, 0.20, 0.75, 850, 1000, 2, 28.731710, 1.044143, 3.66
2.40, 0.20, 0.75, 1300, 100, 0, 9.017968, 3.326692, 3.74
2.40, 0.20, 0.75, 1300, 100, 1, 4.056030, 7.396395, 3.74
2.40, 0.20, 0.75, 1300, 100, 2, 4.347890, 6.899899, 3.74
2.40, 0.20, 0.75, 1300, 550, 0, 48.397816, 0.619863, 3.67
2.40, 0.20, 0.75, 1300, 550, 1, 22.088226, 1.358190, 3.67
2.40, 0.20, 0.75, 1300, 550, 2, 23.945894, 1.252824, 3.67
2.40, 0.20, 0.75, 1300, 1000, 0, 87.882758, 0.341364, 3.65
2.40, 0.20, 0.75, 1300, 1000, 1, 40.017115, 0.749679, 3.65
2.40, 0.20, 0.75, 1300, 1000, 2, 44.081736, 0.680554, 3.65
2.40, 0.20, 0.90, 400, 100, 0, 2.982528, 10.058581, 3.66
2.40, 0.20, 0.90, 400, 100, 1, 1.523283, 19.694305, 3.66
2.40, 0.20, 0.90, 400, 100, 2, 1.528030, 19.633122, 3.66
2.40, 0.20, 0.90, 400, 550, 0, 14.516149, 2.066664, 3.66
2.40, 0.20, 0.90, 400, 550, 1, 6.582815, 4.557321, 3.65
2.40, 0.20, 0.90, 400, 550, 2, 7.159831, 4.190043, 3.66
2.40, 0.20, 0.90, 400, 1000, 0, 26.298756, 1.140738, 3.67
2.40, 0.20, 0.90, 400, 1000, 1, 12.023289, 2.495158, 3.67
2.40, 0.20, 0.90, 400, 1000, 2, 13.211555, 2.270740, 3.67
2.40, 0.20, 0.90, 850, 100, 0, 5.969755, 5.025332, 3.65
2.40, 0.20, 0.90, 850, 100, 1, 2.890974, 10.377125, 3.64
2.40, 0.20, 0.90, 850, 100, 2, 2.952130, 10.162154, 3.65
2.40, 0.20, 0.90, 850, 550, 0, 31.476451, 0.953093, 3.65
2.40, 0.20, 0.90, 850, 550, 1, 14.162809, 2.118224, 3.64
2.40, 0.20, 0.90, 850, 550, 2, 15.417054, 1.945897, 3.65
2.40, 0.20, 0.90, 850, 1000, 0, 57.051629, 0.525839, 3.64
2.40, 0.20, 0.90, 850, 1000, 1, 25.728401, 1.166027, 3.63
2.40, 0.20, 0.90, 850, 1000, 2, 28.445293, 1.054656, 3.64
2.40, 0.20, 0.90, 1300, 100, 0, 8.878989, 3.378763, 3.64
2.40, 0.20, 0.90, 1300, 100, 1, 4.058328, 7.392207, 3.64
2.40, 0.20, 0.90, 1300, 100, 2, 4.317316, 6.948762, 3.64
2.40, 0.20, 0.90, 1300, 550, 0, 48.170839, 0.622783, 3.64
2.40, 0.20, 0.90, 1300, 550, 1, 21.759633, 1.378700, 3.63
2.40, 0.20, 0.90, 1300, 550, 2, 23.908351, 1.254792, 3.64
2.40, 0.20, 0.90, 1300, 1000, 0, 87.036502, 0.344683, 3.63
2.40, 0.20, 0.90, 1300, 1000, 1, 39.207230, 0.765165, 3.63
2.40, 0.20, 0.90, 1300, 1000, 2, 43.277799, 0.693196, 3.63
2.40, 0.35, 0.60, 400, 100, 0, 3.007698, 9.974406, 3.79
2.40, 0.35, 0.60, 400, 100, 1, 1.553905, 19.306200, 3.79
2.40, 0.35, 0.60, 400, 100, 2, 1.571040, 19.095631, 3.79
2.40, 0.35, 0.60, 400, 550, 0, 14.680320, 2.043552, 3.73
2.40, 0.35, 0.60, 400, 550, 1, 6.700100, 4.477545, 3.72
2.40, 0.35, 0.60, 400, 550, 2, 7.236730, 4.145519, 3.73
2.40, 0.35, 0.60, 400, 1000, 0, 26.596920, 1.127950, 3.72
2.40, 0.35, 0.60, 400, 1000, 1, 12.152472, 2.468634, 3.72
2.40, 0.35, 0.60, 400, 1000, 2, 13.433837, 2.233167, 3.72
2.40, 0.35, 0.60, 850, 100, 0, 6.031618, 4.973790, 3.77
2.40, 0.35, 0.60, 850, 100, 1, 2.895217, 10.361918, 3.77
2.40, 0.35, 0.60, 850, 100, 2, 2.968996, 10.104426, 3.77
2.40, 0.35, 0.60, 850, 550, 0, 31.715735, 0.945903, 3.70
2.40, 0.35, 0.60, 850, 550, 1, 14.247105, 2.105691, 3.69
2.40, 0.35, 0.60, 850, 550, 2, 15.864276, 1.891041, 3.70
2.40, 0.35, 0.60, 850, 1000, 0, 57.254404, 0.523977, 3.68
2.40, 0.35, 0.60, 850, 1000, 1, 26.541226, 1.130317, 3.68
2.40, 0.35, 0.60, 850, 1000, 2, 28.793076, 1.041917, 3.68
2.40, 0.35, 0.60, 1300, 100, 0, 8.910640, 3.366762, 3.77
2.40, 0.35, 0.60, 1300, 100, 1, 4.072061, 7.367277, 3.77
2.40, 0.35, 0.60, 1300, 100, 2, 4.392011, 6.830584, 3.77
2.40, 0.35, 0.60, 1300, 550, 0, 48.245159, 0.621824, 3.69
2.40, 0.35, 0.60, 1300, 550, 1, 22.206419, 1.350961, 3.69
2.40, 0.35, 0.60, 1300, 550, 2, 23.894341, 1.255527, 3.69
2.40, 0.35, 0.60, 1300, 1000, 0, 87.619762, 0.342389, 3.67
2.40, 0.35, 0.60, 1300, 1000, 1, 39.916063, 0.751577, 3.67
2.40, 0.35, 0.60, 1300, 1000, 2, 44.616395, 0.672399, 3.67
2.40, 0.35, 0.75, 400, 100, 0, 2.987040, 10.043387, 3.73
2.40, 0.35, 0.75, 400, 100, 1, 1.550000, 19.354839, 3.73
2.40, 0.35, 0.75, 400, 100, 2, 1.540130, 19.478875, 3.73
2.40, 0.35, 0.75, 400, 550, 0, 14.572855, 2.058622, 3.71
2.40, 0.35, 0.75, 400, 550, 1, 6.716131, 4.466857, 3.70
2.40, 0.35, 0.75, 400, 550, 2, 7.215132, 4.157928, 3.71
2.40, 0.35, 0.75, 400, 1000, 0, 26.589122, 1.128281, 3.70
2.40, 0.35, 0.75, 400, 1000, 1, 11.999178, 2.500171, 3.70
2.40, 0.35, 0.75, 400, 1000, 2, 13.234366, 2.266826, 3.70
2.40, 0.35, 0.75, 850, 100, 0, 6.020086, 4.983318, 3.73
2.40, 0.35, 0.75, 850, 100, 1, 2.861848, 10.482737, 3.72
2.40, 0.35, 0.75, 850, 100, 2, 2.939262, 10.206644, 3.73
2.40, 0.35, 0.75, 850, 550, 0, 31.503771, 0.952267, 3.68
2.40, 0.35, 0.75, 850, 550, 1, 14.179083, 2.115793, 3.67
2.40, 0.35, 0.75, 850, 550, 2, 15.555813, 1.928540, 3.68
2.40, 0.35, 0.75, 850, 1000, 0, 57.106196, 0.525337, 3.66
2.40, 0.35, 0.75, 850, 1000, 1, 26.015876, 1.153142, 3.66
2.40, 0.35, 0.75, 850, 1000, 2, 28.561478, 1.050366, 3.66
2.40, 0.35, 0.75, 1300, 100, 0, 8.963042, 3.347078, 3.73
2.40, 0.35, 0.75, 1300, 100, 1, 4.031007, 7.442309, 3.73
2.40, 0.35, 0.75, 1300, 100, 2, 4.385771, 6.840302, 3.73
2.40, 0.35, 0.75, 1300, 550, 0, 48.399606, 0.619840, 3.67
2.40, 0.35, 0.75, 1300, 550, 1, 21.990830, 1.364205, 3.67
2.40, 0.35, 0.75, 1300, 550, 2, 24.051297, 1.247334, 3.67
2.40, 0.35, 0.75, 1300, 1000, 0, 87.880863, 0.341371, 3.65
2.40, 0.35, 0.75, 1300, 1000, 1, 39.660912, 0.756412, 3.65
2.40, 0.35, 0.75, 1300, 1000, 2, 43.675446, 0.686885, 3.65
2.40, 0.35, 0.90, 400, 100, 0, 3.017729, 9.941251, 3.66
2.40, 0.35, 0.90, 400, 100, 1, 1.504162, 19.944660, 3.66
2.40, 0.35, 0.90, 400, 100, 2, 1.532413, 19.576968, 3.66
2.40, 0.35, 0.90, 400, 550, 0, 14.549647, 2.061906, 3.66
2.40, 0.35, 0.90, 400, 550, 1, 6.535289, 4.590463, 3.65
2.40, 0.35, 0.90, 400, 550, 2, 7.191302, 4.171706, 3.66
2.40, 0.35, 0.90, 400, 1000, 0, 26.297516, 1.140792, 3.66
2.40, 0.35, 0.90, 400, 1000, 1, 11.918063, 2.517188, 3.66
2.40, 0.35, 0.90, 400, 1000, 2, 13.013808, 2.305244, 3.66
2.40, 0.35, 0.90, 850, 100, 0, 6.021701, 4.981981, 3.64
2.40, 0.35, 0.90, 850, 100, 1, 2.847457, 10.535717, 3.64
2.40, 0.35, 0.90, 850, 100, 2, 2.904326, 10.329419, 3.64
2.40, 0.35, 0.90, 850, 550, 0, 31.316677, 0.957956, 3.65
2.40, 0.35, 0.90, 850, 550, 1, 13.935956, 2.152705, 3.63
2.40, 0.35, 0.90, 850, 550, 2, 15.446596, 1.942175, 3.65
2.40, 0.35, 0.90, 850, 1000, 0, 56.926085, 0.526999, 3.64
2.40, 0.35, 0.90, 850, 1000, 1, 25.731491, 1.165887, 3.63
2.40, 0.35, 0.90, 850, 1000, 2, 28.415255, 1.055771, 3.64
2.40, 0.35, 0.90, 1300, 100, 0, 8.848765, 3.390304, 3.64
2.40, 0.35, 0.90, 1300, 100, 1, 3.969509, 7.557610, 3.64
2.40, 0.35, 0.90, 1300, 100, 2, 4.459297, 6.727518, 3.64
2.40, 0.35, 0.90, 1300, 550, 0, 47.987679, 0.625160, 3.64
2.40, 0.35, 0.90, 1300, 550, 1, 21.917153, 1.368791, 3.63
2.40, 0.35, 0.90, 1300, 550, 2, 23.497167, 1.276750, 3.64
2.40, 0.35, 0.90, 1300, 1000, 0, 87.019511, 0.344750, 3.63
2.40, 0.35, 0.90, 1300, 1000, 1, 39.059115, 0.768067, 3.63
2.40, 0.35, 0.90, 1300, 1000, 2, 43.884750, 0.683609, 3.63
2.40, 0.50, 0.60, 400, 100, 0, 2.993513, 10.021670, 3.78
2.40, 0.50, 0.60, 400, 100, 1, 1.531490, 19.588766, 3.78
2.40, 0.50, 0.60, 400, 100, 2, 1.551765, 19.332824, 3.78
2.40, 0.50, 0.60, 400, 550, 0, 14.662326, 2.046060, 3.73
2.40, 0.50, 0.60, 400, 550, 1, 6.721414, 4.463347, 3.72
2.40, 0.50, 0.60, 400, 550, 2, 7.197043, 4.168379, 3.73
2.40, 0.50, 0.60, 400, 1000, 0, 26.547634, 1.130044, 3.72
2.40, 0.50, 0.60, 400, 1000, 1, 11.963023, 2.507727, 3.72
2.40, 0.50, 0.60, 400, 1000, 2, 13.112336, 2.287922, 3.72
2.40, 0.50, 0.60, 850, 100, 0, 6.008706, 4.992756, 3.77
2.40, 0.50, 0.60, 850, 100, 1, 2.851532, 10.520660, 3.76
2.40, 0.50, 0.60, 850, 100, 2, 2.951324, 10.164929, 3.77
2.40, 0.50, 0.60, 850, 550, 0, 31.716045, 0.945893, 3.70
2.40, 0.50, 0.60, 850, 550, 1, 14.123294, 2.124150, 3.69
2.40, 0.50, 0.60, 850, 550, 2, 15.347678, 1.954693, 3.70
2.40, 0.50, 0.60, 850, 1000, 0, 57.534644, 0.521425, 3.68
2.40, 0.50, 0.60, 850, 1000, 1, 25.995299, 1.154055, 3.68
2.40, 0.50, 0.60, 850, 1000, 2, 28.518051, 1.051965, 3.68
2.40, 0.50, 0.60, 1300, 100, 0, 8.995074, 3.335159, 3.76
2.40, 0.50, 0.60, 1300, 100, 1, 4.093833, 7.328096, 3.76
2.40, 0.50, 0.60, 1300, 100, 2, 4.395208, 6.825616, 3.76
2.40, 0.50, 0.60, 1300, 550, 0, 48.359542, 0.620353, 3.69
2.40, 0.50, 0.60, 1300, 550, 1, 21.971936, 1.365378, 3.68
2.40, 0.50, 0.60, 1300, 550, 2, 23.725503, 1.264462, 3.69
2.40, 0.50, 0.60, 1300, 1000, 0, 88.170194, 0.340251, 3.67
2.40, 0.50, 0.60, 1300, 1000, 1, 39.679846, 0.756051, 3.67
2.40, 0.50, 0.60, 1300, 1000, 2, 43.915608, 0.683128, 3.67
2.40, 0.50, 0.75, 400, 100, 0, 2.981663, 10.061499, 3.71
2.40, 0.50, 0.75, 400, 100, 1, 1.547496, 19.386157, 3.71
2.40, 0.50, 0.75, 400, 100, 2, 1.543552, 19.435691, 3.71
2.40, 0.50, 0.75, 400, 550, 0, 14.541854, 2.063011, 3.70
