sigma,tlow,thigh,width,height,mp,time,fps,psnr
2.40, 0.50, 0.75, 400, 550, 1, 6.569914, 4.566270, 3.70
2.40, 0.50, 0.75, 400, 550, 2, 7.234669, 4.146700, 3.70
2.40, 0.50, 0.75, 400, 1000, 0, 26.417573, 1.135608, 3.69
2.40, 0.50, 0.75, 400, 1000, 1, 11.831073, 2.535696, 3.69
2.40, 0.50, 0.75, 400, 1000, 2, 13.100297, 2.290024, 3.69
2.40, 0.50, 0.75, 850, 100, 0, 5.983604, 5.013701, 3.72
2.40, 0.50, 0.75, 850, 100, 1, 2.848286, 10.532650, 3.71
2.40, 0.50, 0.75, 850, 100, 2, 2.938947, 10.207738, 3.72
2.40, 0.50, 0.75, 850, 550, 0, 31.627412, 0.948544, 3.67
2.40, 0.50, 0.75, 850, 550, 1, 13.890224, 2.159792, 3.67
2.40, 0.50, 0.75, 850, 550, 2, 15.391929, 1.949073, 3.67
2.40, 0.50, 0.75, 850, 1000, 0, 57.374021, 0.522885, 3.66
2.40, 0.50, 0.75, 850, 1000, 1, 25.622921, 1.170827, 3.66
2.40, 0.50, 0.75, 850, 1000, 2, 28.152392, 1.065629, 3.66
2.40, 0.50, 0.75, 1300, 100, 0, 8.876530, 3.379699, 3.71
2.40, 0.50, 0.75, 1300, 100, 1, 4.028295, 7.447320, 3.71
2.40, 0.50, 0.75, 1300, 100, 2, 4.233920, 7.085632, 3.71
2.40, 0.50, 0.75, 1300, 550, 0, 48.085435, 0.623890, 3.67
2.40, 0.50, 0.75, 1300, 550, 1, 21.933371, 1.367779, 3.66
2.40, 0.50, 0.75, 1300, 550, 2, 23.377801, 1.283269, 3.67
2.40, 0.50, 0.75, 1300, 1000, 0, 87.838663, 0.341535, 3.65
2.40, 0.50, 0.75, 1300, 1000, 1, 38.776498, 0.773665, 3.65
2.40, 0.50, 0.75, 1300, 1000, 2, 43.390391, 0.691397, 3.65
2.40, 0.50, 0.90, 400, 100, 0, 2.979853, 10.067611, 3.65
2.40, 0.50, 0.90, 400, 100, 1, 1.520117, 19.735323, 3.65
2.40, 0.50, 0.90, 400, 100, 2, 1.527207, 19.643703, 3.65
2.40, 0.50, 0.90, 400, 550, 0, 14.561822, 2.060182, 3.65
2.40, 0.50, 0.90, 400, 550, 1, 6.482621, 4.627758, 3.64
2.40, 0.50, 0.90, 400, 550, 2, 6.938721, 4.323563, 3.65
2.40, 0.50, 0.90, 400, 1000, 0, 26.460407, 1.133769, 3.65
2.40, 0.50, 0.90, 400, 1000, 1, 11.579587, 2.590766, 3.65
2.40, 0.50, 0.90, 400, 1000, 2, 12.786173, 2.346285, 3.65
2.40, 0.50, 0.90, 850, 100, 0, 5.997446, 5.002129, 3.64
2.40, 0.50, 0.90, 850, 100, 1, 2.825090, 10.619131, 3.64
2.40, 0.50, 0.90, 850, 100, 2, 2.942898, 10.194033, 3.64
2.40, 0.50, 0.90, 850, 550, 0, 31.415059, 0.954956, 3.64
2.40, 0.50, 0.90, 850, 550, 1, 13.706020, 2.188819, 3.63
2.40, 0.50, 0.90, 850, 550, 2, 15.094069, 1.987536, 3.64
2.40, 0.50, 0.90, 850, 1000, 0, 57.208007, 0.524402, 3.63
2.40, 0.50, 0.90, 850, 1000, 1, 25.138755, 1.193377, 3.63
2.40, 0.50, 0.90, 850, 1000, 2, 27.962692, 1.072858, 3.63
2.40, 0.50, 0.90, 1300, 100, 0, 8.838781, 3.394133, 3.64
2.40, 0.50, 0.90, 1300, 100, 1, 3.966870, 7.562638, 3.64
2.40, 0.50, 0.90, 1300, 100, 2, 4.175118, 7.185426, 3.64
2.40, 0.50, 0.90, 1300, 550, 0, 47.850843, 0.626948, 3.64
2.40, 0.50, 0.90, 1300, 550, 1, 21.262239, 1.410952, 3.63
2.40, 0.50, 0.90, 1300, 550, 2, 23.170260, 1.294763, 3.64
2.40, 0.50, 0.90, 1300, 1000, 0, 87.471021, 0.342971, 3.62
2.40, 0.50, 0.90, 1300, 1000, 1, 38.650976, 0.776177, 3.62
2.40, 0.50, 0.90, 1300, 1000, 2, 42.541676, 0.705191, 3.62
