sigma,tlow,thigh,width,height,mp,time,fps,psnr
2.40, 0.50, 0.75, 400, 1000, 1, 12.117674, 2.475723, 8.22
2.40, 0.50, 0.75, 400, 1000, 2, 12.749601, 2.353015, 8.22
2.40, 0.50, 0.75, 850, 100, 0, 6.512014, 4.606870, 8.25
2.40, 0.50, 0.75, 850, 100, 1, 3.375155, 8.888481, 8.25
2.40, 0.50, 0.75, 850, 100, 2, 3.488986, 8.598487, 8.25
2.40, 0.50, 0.75, 850, 550, 0, 32.260484, 0.929930, 8.18
2.40, 0.50, 0.75, 850, 550, 1, 14.015055, 2.140555, 8.20
2.40, 0.50, 0.75, 850, 550, 2, 14.978658, 2.002850, 8.18
2.40, 0.50, 0.75, 850, 1000, 0, 57.950153, 0.517686, 8.21
2.40, 0.50, 0.75, 850, 1000, 1, 25.083063, 1.196026, 8.21
2.40, 0.50, 0.75, 850, 1000, 2, 26.504116, 1.131900, 8.21
2.40, 0.50, 0.75, 1300, 100, 0, 9.398844, 3.191882, 8.24
2.40, 0.50, 0.75, 1300, 100, 1, 4.522623, 6.633319, 8.24
2.40, 0.50, 0.75, 1300, 100, 2, 4.674084, 6.418370, 8.24
2.40, 0.50, 0.75, 1300, 550, 0, 48.590532, 0.617404, 8.16
2.40, 0.50, 0.75, 1300, 550, 1, 21.213071, 1.414222, 8.16
2.40, 0.50, 0.75, 1300, 550, 2, 22.912899, 1.309306, 8.16
2.40, 0.50, 0.75, 1300, 1000, 0, 87.956687, 0.341077, 8.20
2.40, 0.50, 0.75, 1300, 1000, 1, 37.945280, 0.790612, 8.20
2.40, 0.50, 0.75, 1300, 1000, 2, 40.759571, 0.736023, 8.20
2.40, 0.50, 0.90, 400, 100, 0, 3.504242, 8.561053, 8.32
2.40, 0.50, 0.90, 400, 100, 1, 1.997625, 15.017834, 8.32
2.40, 0.50, 0.90, 400, 100, 2, 2.079635, 14.425608, 8.32
2.40, 0.50, 0.90, 400, 550, 0, 14.990132, 2.001317, 8.28
2.40, 0.50, 0.90, 400, 550, 1, 6.966285, 4.306456, 8.28
2.40, 0.50, 0.90, 400, 550, 2, 7.542541, 3.977439, 8.28
2.40, 0.50, 0.90, 400, 1000, 0, 26.991751, 1.111451, 8.29
2.40, 0.50, 0.90, 400, 1000, 1, 12.161394, 2.466822, 8.29
2.40, 0.50, 0.90, 400, 1000, 2, 12.642509, 2.372947, 8.29
2.40, 0.50, 0.90, 850, 100, 0, 6.610678, 4.538112, 8.32
2.40, 0.50, 0.90, 850, 100, 1, 3.338727, 8.985461, 8.31
2.40, 0.50, 0.90, 850, 100, 2, 3.512986, 8.539744, 8.32
2.40, 0.50, 0.90, 850, 550, 0, 31.807358, 0.943178, 8.27
2.40, 0.50, 0.90, 850, 550, 1, 14.025856, 2.138907, 8.25
2.40, 0.50, 0.90, 850, 550, 2, 14.783808, 2.029247, 8.27
2.40, 0.50, 0.90, 850, 1000, 0, 57.287412, 0.523675, 8.27
2.40, 0.50, 0.90, 850, 1000, 1, 25.121292, 1.194206, 8.26
2.40, 0.50, 0.90, 850, 1000, 2, 26.466941, 1.133490, 8.27
2.40, 0.50, 0.90, 1300, 100, 0, 9.436063, 3.179292, 8.28
2.40, 0.50, 0.90, 1300, 100, 1, 4.470298, 6.710962, 8.28
2.40, 0.50, 0.90, 1300, 100, 2, 4.639580, 6.466103, 8.28
2.40, 0.50, 0.90, 1300, 550, 0, 48.511742, 0.618407, 8.25
2.40, 0.50, 0.90, 1300, 550, 1, 21.202773, 1.414909, 8.25
2.40, 0.50, 0.90, 1300, 550, 2, 22.113457, 1.356640, 8.25
2.40, 0.50, 0.90, 1300, 1000, 0, 87.473781, 0.342960, 8.26
2.40, 0.50, 0.90, 1300, 1000, 1, 37.327648, 0.803694, 8.26
2.40, 0.50, 0.90, 1300, 1000, 2, 40.280687, 0.744774, 8.26
