sigma,tlow,thigh,width,height,mp,time,fps,psnr
1.50, 0.35, 0.60, 850, 1000, 0, 41.613981, 0.720912, 8.05
1.50, 0.35, 0.60, 850, 1000, 1, 21.046771, 1.425397, 8.04
1.50, 0.35, 0.60, 850, 1000, 2, 22.120564, 1.356204, 8.05
1.50, 0.35, 0.60, 1300, 100, 0, 6.998667, 4.286531, 7.99
1.50, 0.35, 0.60, 1300, 100, 1, 4.006013, 7.488743, 7.99
1.50, 0.35, 0.60, 1300, 100, 2, 4.030592, 7.443075, 7.99
1.50, 0.35, 0.60, 1300, 550, 0, 35.435941, 0.846598, 8.06
1.50, 0.35, 0.60, 1300, 550, 1, 18.109595, 1.656580, 8.06
1.50, 0.35, 0.60, 1300, 550, 2, 18.595908, 1.613258, 8.06
1.50, 0.35, 0.60, 1300, 1000, 0, 63.322144, 0.473768, 8.05
1.50, 0.35, 0.60, 1300, 1000, 1, 32.269417, 0.929673, 8.05
1.50, 0.35, 0.60, 1300, 1000, 2, 34.642087, 0.865999, 8.05
1.50, 0.35, 0.75, 400, 100, 0, 2.764360, 10.852422, 8.20
1.50, 0.35, 0.75, 400, 100, 1, 1.824553, 16.442383, 8.20
1.50, 0.35, 0.75, 400, 100, 2, 1.872304, 16.023039, 8.20
1.50, 0.35, 0.75, 400, 550, 0, 11.111487, 2.699909, 8.20
1.50, 0.35, 0.75, 400, 550, 1, 5.962705, 5.031274, 8.20
1.50, 0.35, 0.75, 400, 550, 2, 6.163267, 4.867548, 8.20
1.50, 0.35, 0.75, 400, 1000, 0, 19.626796, 1.528523, 8.21
1.50, 0.35, 0.75, 400, 1000, 1, 10.176338, 2.948015, 8.21
1.50, 0.35, 0.75, 400, 1000, 2, 10.678493, 2.809385, 8.21
1.50, 0.35, 0.75, 850, 100, 0, 4.915571, 6.103055, 8.16
1.50, 0.35, 0.75, 850, 100, 1, 2.950656, 10.167231, 8.16
1.50, 0.35, 0.75, 850, 100, 2, 2.974303, 10.086397, 8.16
1.50, 0.35, 0.75, 850, 550, 0, 23.144921, 1.296181, 8.16
1.50, 0.35, 0.75, 850, 550, 1, 12.172095, 2.464654, 8.14
1.50, 0.35, 0.75, 850, 550, 2, 12.384203, 2.422441, 8.16
1.50, 0.35, 0.75, 850, 1000, 0, 41.142282, 0.729177, 8.19
1.50, 0.35, 0.75, 850, 1000, 1, 21.156014, 1.418036, 8.18
1.50, 0.35, 0.75, 850, 1000, 2, 21.668500, 1.384498, 8.19
1.50, 0.35, 0.75, 1300, 100, 0, 6.956104, 4.312759, 8.13
1.50, 0.35, 0.75, 1300, 100, 1, 4.015948, 7.470216, 8.13
1.50, 0.35, 0.75, 1300, 100, 2, 3.999718, 7.500529, 8.13
1.50, 0.35, 0.75, 1300, 550, 0, 35.284695, 0.850227, 8.15
1.50, 0.35, 0.75, 1300, 550, 1, 17.786755, 1.686648, 8.14
1.50, 0.35, 0.75, 1300, 550, 2, 18.532914, 1.618742, 8.15
1.50, 0.35, 0.75, 1300, 1000, 0, 62.899733, 0.476950, 8.19
1.50, 0.35, 0.75, 1300, 1000, 1, 31.326619, 0.957652, 8.19
1.50, 0.35, 0.75, 1300, 1000, 2, 33.107679, 0.906134, 8.19
1.50, 0.35, 0.90, 400, 100, 0, 2.762818, 10.858479, 8.32
1.50, 0.35, 0.90, 400, 100, 1, 1.868388, 16.056622, 8.32
1.50, 0.35, 0.90, 400, 100, 2, 1.832475, 16.371301, 8.32
1.50, 0.35, 0.90, 400, 550, 0, 11.099160, 2.702907, 8.29
1.50, 0.35, 0.90, 400, 550, 1, 6.001125, 4.999063, 8.29
1.50, 0.35, 0.90, 400, 550, 2, 6.074523, 4.938659, 8.29
1.50, 0.35, 0.90, 400, 1000, 0, 19.382409, 1.547795, 8.29
1.50, 0.35, 0.90, 400, 1000, 1, 10.122819, 2.963601, 8.29
1.50, 0.35, 0.90, 400, 1000, 2, 10.646146, 2.817921, 8.29
1.50, 0.35, 0.90, 850, 100, 0, 4.964825, 6.042509, 8.25
1.50, 0.35, 0.90, 850, 100, 1, 2.927037, 10.249273, 8.25
1.50, 0.35, 0.90, 850, 100, 2, 2.956997, 10.145428, 8.25
1.50, 0.35, 0.90, 850, 550, 0, 22.812717, 1.315056, 8.26
1.50, 0.35, 0.90, 850, 550, 1, 11.794815, 2.543491, 8.25
1.50, 0.35, 0.90, 850, 550, 2, 12.170576, 2.464961, 8.26
1.50, 0.35, 0.90, 850, 1000, 0, 41.213155, 0.727923, 8.26
1.50, 0.35, 0.90, 850, 1000, 1, 20.639947, 1.453492, 8.25
1.50, 0.35, 0.90, 850, 1000, 2, 22.073869, 1.359073, 8.26
1.50, 0.35, 0.90, 1300, 100, 0, 6.936562, 4.324909, 8.25
1.50, 0.35, 0.90, 1300, 100, 1, 4.031564, 7.441281, 8.25
1.50, 0.35, 0.90, 1300, 100, 2, 4.027604, 7.448597, 8.25
1.50, 0.35, 0.90, 1300, 550, 0, 34.959856, 0.858127, 8.25
1.50, 0.35, 0.90, 1300, 550, 1, 17.879714, 1.677879, 8.24
1.50, 0.35, 0.90, 1300, 550, 2, 18.392075, 1.631137, 8.25
1.50, 0.35, 0.90, 1300, 1000, 0, 62.699046, 0.478476, 8.26
1.50, 0.35, 0.90, 1300, 1000, 1, 31.448854, 0.953930, 8.26
1.50, 0.35, 0.90, 1300, 1000, 2, 34.760584, 0.863046, 8.26
1.50, 0.50, 0.60, 400, 100, 0, 2.771466, 10.824596, 8.09
1.50, 0.50, 0.60, 400, 100, 1, 1.851376, 16.204164, 8.09
1.50, 0.50, 0.60, 400, 100, 2, 1.919321, 15.630528, 8.09
1.50, 0.50, 0.60, 400, 550, 0, 11.105925, 2.701261, 8.08
1.50, 0.50, 0.60, 400, 550, 1, 6.071270, 4.941306, 8.08
1.50, 0.50, 0.60, 400, 550, 2, 6.212951, 4.828623, 8.08
1.50, 0.50, 0.60, 400, 1000, 0, 19.729546, 1.520562, 8.07
1.50, 0.50, 0.60, 400, 1000, 1, 10.357826, 2.896361, 8.07
1.50, 0.50, 0.60, 400, 1000, 2, 10.773622, 2.784579, 8.07
1.50, 0.50, 0.60, 850, 100, 0, 4.902832, 6.118912, 8.02
1.50, 0.50, 0.60, 850, 100, 1, 3.024628, 9.918575, 8.01
1.50, 0.50, 0.60, 850, 100, 2, 2.982932, 10.057219, 8.02
1.50, 0.50, 0.60, 850, 550, 0, 22.956422, 1.306824, 8.07
1.50, 0.50, 0.60, 850, 550, 1, 12.123986, 2.474434, 8.07
1.50, 0.50, 0.60, 850, 550, 2, 12.338596, 2.431395, 8.07
1.50, 0.50, 0.60, 850, 1000, 0, 41.420791, 0.724274, 8.07
1.50, 0.50, 0.60, 850, 1000, 1, 21.133711, 1.419533, 8.07
1.50, 0.50, 0.60, 850, 1000, 2, 21.926708, 1.368194, 8.07
1.50, 0.50, 0.60, 1300, 100, 0, 7.072420, 4.241830, 8.02
1.50, 0.50, 0.60, 1300, 100, 1, 4.048636, 7.409903, 8.02
1.50, 0.50, 0.60, 1300, 100, 2, 4.020795, 7.461211, 8.02
1.50, 0.50, 0.60, 1300, 550, 0, 35.172593, 0.852937, 8.07
1.50, 0.50, 0.60, 1300, 550, 1, 18.083365, 1.658983, 8.07
1.50, 0.50, 0.60, 1300, 550, 2, 18.891738, 1.587996, 8.07
1.50, 0.50, 0.60, 1300, 1000, 0, 63.414315, 0.473079, 8.08
1.50, 0.50, 0.60, 1300, 1000, 1, 31.831337, 0.942467, 8.08
1.50, 0.50, 0.60, 1300, 1000, 2, 33.713172, 0.889860, 8.08
1.50, 0.50, 0.75, 400, 100, 0, 2.774772, 10.811699, 8.23
1.50, 0.50, 0.75, 400, 100, 1, 1.856772, 16.157073, 8.23
1.50, 0.50, 0.75, 400, 100, 2, 1.932386, 15.524849, 8.23
1.50, 0.50, 0.75, 400, 550, 0, 11.061482, 2.712114, 8.21
1.50, 0.50, 0.75, 400, 550, 1, 5.946787, 5.044741, 8.20
1.50, 0.50, 0.75, 400, 550, 2, 6.134922, 4.890038, 8.21
1.50, 0.50, 0.75, 400, 1000, 0, 19.488781, 1.539347, 8.23
1.50, 0.50, 0.75, 400, 1000, 1, 10.168775, 2.950208, 8.23
1.50, 0.50, 0.75, 400, 1000, 2, 10.961314, 2.736898, 8.23
1.50, 0.50, 0.75, 850, 100, 0, 4.883015, 6.143745, 8.21
1.50, 0.50, 0.75, 850, 100, 1, 2.967884, 10.108212, 8.20
1.50, 0.50, 0.75, 850, 100, 2, 2.978448, 10.072360, 8.21
1.50, 0.50, 0.75, 850, 550, 0, 22.852438, 1.312770, 8.17
1.50, 0.50, 0.75, 850, 550, 1, 11.862614, 2.528954, 8.15
1.50, 0.50, 0.75, 850, 550, 2, 12.416704, 2.416100, 8.17
1.50, 0.50, 0.75, 850, 1000, 0, 41.502589, 0.722846, 8.19
1.50, 0.50, 0.75, 850, 1000, 1, 21.064035, 1.424229, 8.18
1.50, 0.50, 0.75, 850, 1000, 2, 22.316204, 1.344315, 8.19
1.50, 0.50, 0.75, 1300, 100, 0, 7.000035, 4.285693, 8.17
1.50, 0.50, 0.75, 1300, 100, 1, 3.963748, 7.568594, 8.17
1.50, 0.50, 0.75, 1300, 100, 2, 4.042318, 7.421484, 8.17
1.50, 0.50, 0.75, 1300, 550, 0, 35.378023, 0.847984, 8.16
1.50, 0.50, 0.75, 1300, 550, 1, 18.417943, 1.628846, 8.16
1.50, 0.50, 0.75, 1300, 550, 2, 18.667837, 1.607042, 8.16
1.50, 0.50, 0.75, 1300, 1000, 0, 63.441948, 0.472873, 8.19
1.50, 0.50, 0.75, 1300, 1000, 1, 31.527787, 0.951542, 8.19
1.50, 0.50, 0.75, 1300, 1000, 2, 32.991355, 0.909329, 8.19
1.50, 0.50, 0.90, 400, 100, 0, 2.742125, 10.940420, 8.31
1.50, 0.50, 0.90, 400, 100, 1, 1.821224, 16.472438, 8.31
1.50, 0.50, 0.90, 400, 100, 2, 2.208966, 13.581015, 8.31
1.50, 0.50, 0.90, 400, 550, 0, 10.949514, 2.739848, 8.30
1.50, 0.50, 0.90, 400, 550, 1, 5.881870, 5.100419, 8.29
1.50, 0.50, 0.90, 400, 550, 2, 6.051567, 4.957394, 8.30
1.50, 0.50, 0.90, 400, 1000, 0, 19.480421, 1.540008, 8.31
1.50, 0.50, 0.90, 400, 1000, 1, 10.219818, 2.935473, 8.31
1.50, 0.50, 0.90, 400, 1000, 2, 10.584200, 2.834414, 8.31
1.50, 0.50, 0.90, 850, 100, 0, 4.880112, 6.147400, 8.28
1.50, 0.50, 0.90, 850, 100, 1, 2.963713, 10.122438, 8.28
1.50, 0.50, 0.90, 850, 100, 2, 3.148812, 9.527403, 8.28
1.50, 0.50, 0.90, 850, 550, 0, 22.900091, 1.310038, 8.27
1.50, 0.50, 0.90, 850, 550, 1, 11.855838, 2.530399, 8.25
1.50, 0.50, 0.90, 850, 550, 2, 12.203303, 2.458351, 8.27
1.50, 0.50, 0.90, 850, 1000, 0, 41.153377, 0.728980, 8.27
1.50, 0.50, 0.90, 850, 1000, 1, 20.732171, 1.447026, 8.26
1.50, 0.50, 0.90, 850, 1000, 2, 21.724764, 1.380913, 8.27
1.50, 0.50, 0.90, 1300, 100, 0, 6.955609, 4.313066, 8.27
1.50, 0.50, 0.90, 1300, 100, 1, 3.932229, 7.629261, 8.27
1.50, 0.50, 0.90, 1300, 100, 2, 4.023416, 7.456351, 8.27
1.50, 0.50, 0.90, 1300, 550, 0, 34.817951, 0.861625, 8.25
1.50, 0.50, 0.90, 1300, 550, 1, 17.729890, 1.692058, 8.25
1.50, 0.50, 0.90, 1300, 550, 2, 18.653822, 1.608250, 8.25
1.50, 0.50, 0.90, 1300, 1000, 0, 63.127065, 0.475232, 8.26
1.50, 0.50, 0.90, 1300, 1000, 1, 31.390588, 0.955700, 8.26
1.50, 0.50, 0.90, 1300, 1000, 2, 32.668064, 0.918328, 8.26
2.40, 0.20, 0.60, 400, 100, 0, 3.479275, 8.622486, 8.10
2.40, 0.20, 0.60, 400, 100, 1, 2.060369, 14.560499, 8.10
2.40, 0.20, 0.60, 400, 100, 2, 2.088077, 14.367286, 8.10
2.40, 0.20, 0.60, 400, 550, 0, 15.095330, 1.987370, 8.13
2.40, 0.20, 0.60, 400, 550, 1, 6.993418, 4.289748, 8.13
2.40, 0.20, 0.60, 400, 550, 2, 7.473862, 4.013989, 8.13
2.40, 0.20, 0.60, 400, 1000, 0, 26.954332, 1.112994, 8.12
2.40, 0.20, 0.60, 400, 1000, 1, 12.207589, 2.457488, 8.12
2.40, 0.20, 0.60, 400, 1000, 2, 12.829297, 2.338398, 8.12
2.40, 0.20, 0.60, 850, 100, 0, 6.490742, 4.621968, 8.09
2.40, 0.20, 0.60, 850, 100, 1, 3.352853, 8.947604, 8.05
2.40, 0.20, 0.60, 850, 100, 2, 3.436918, 8.728751, 8.09
2.40, 0.20, 0.60, 850, 550, 0, 32.079577, 0.935174, 8.09
2.40, 0.20, 0.60, 850, 550, 1, 14.341424, 2.091842, 8.07
2.40, 0.20, 0.60, 850, 550, 2, 15.013007, 1.998267, 8.09
2.40, 0.20, 0.60, 850, 1000, 0, 57.740871, 0.519563, 8.11
2.40, 0.20, 0.60, 850, 1000, 1, 25.429937, 1.179712, 8.10
2.40, 0.20, 0.60, 850, 1000, 2, 26.776343, 1.120392, 8.11
2.40, 0.20, 0.60, 1300, 100, 0, 9.392809, 3.193933, 8.09
2.40, 0.20, 0.60, 1300, 100, 1, 4.632341, 6.476207, 8.09
2.40, 0.20, 0.60, 1300, 100, 2, 4.722985, 6.351915, 8.09
2.40, 0.20, 0.60, 1300, 550, 0, 48.654983, 0.616586, 8.10
2.40, 0.20, 0.60, 1300, 550, 1, 21.558028, 1.391593, 8.09
2.40, 0.20, 0.60, 1300, 550, 2, 22.539274, 1.331010, 8.10
2.40, 0.20, 0.60, 1300, 1000, 0, 88.013485, 0.340857, 8.12
2.40, 0.20, 0.60, 1300, 1000, 1, 38.076738, 0.787883, 8.12
2.40, 0.20, 0.60, 1300, 1000, 2, 40.549277, 0.739841, 8.12
2.40, 0.20, 0.75, 400, 100, 0, 3.491985, 8.591102, 8.27
2.40, 0.20, 0.75, 400, 100, 1, 2.080547, 14.419285, 8.27
2.40, 0.20, 0.75, 400, 100, 2, 2.102334, 14.269854, 8.27
2.40, 0.20, 0.75, 400, 550, 0, 15.068289, 1.990936, 8.21
2.40, 0.20, 0.75, 400, 550, 1, 7.035463, 4.264112, 8.20
2.40, 0.20, 0.75, 400, 550, 2, 7.346984, 4.083308, 8.21
2.40, 0.20, 0.75, 400, 1000, 0, 26.872381, 1.116388, 8.22
2.40, 0.20, 0.75, 400, 1000, 1, 12.218105, 2.455373, 8.22
2.40, 0.20, 0.75, 400, 1000, 2, 12.795719, 2.344534, 8.22
2.40, 0.20, 0.75, 850, 100, 0, 6.480502, 4.629271, 8.16
2.40, 0.20, 0.75, 850, 100, 1, 3.397094, 8.831077, 8.16
2.40, 0.20, 0.75, 850, 100, 2, 3.445013, 8.708240, 8.16
2.40, 0.20, 0.75, 850, 550, 0, 32.138785, 0.933452, 8.17
2.40, 0.20, 0.75, 850, 550, 1, 13.932292, 2.153271, 8.19
2.40, 0.20, 0.75, 850, 550, 2, 14.935048, 2.008698, 8.17
2.40, 0.20, 0.75, 850, 1000, 0, 57.808210, 0.518957, 8.20
2.40, 0.20, 0.75, 850, 1000, 1, 24.879690, 1.205803, 8.19
2.40, 0.20, 0.75, 850, 1000, 2, 26.440587, 1.134619, 8.20
2.40, 0.20, 0.75, 1300, 100, 0, 9.444122, 3.176579, 8.17
2.40, 0.20, 0.75, 1300, 100, 1, 4.617507, 6.497012, 8.17
2.40, 0.20, 0.75, 1300, 100, 2, 4.762479, 6.299240, 8.17
2.40, 0.20, 0.75, 1300, 550, 0, 48.944944, 0.612934, 8.15
2.40, 0.20, 0.75, 1300, 550, 1, 21.457361, 1.398122, 8.14
2.40, 0.20, 0.75, 1300, 550, 2, 22.808483, 1.315300, 8.15
2.40, 0.20, 0.75, 1300, 1000, 0, 87.856979, 0.341464, 8.19
2.40, 0.20, 0.75, 1300, 1000, 1, 38.206032, 0.785216, 8.19
2.40, 0.20, 0.75, 1300, 1000, 2, 40.432614, 0.741975, 8.19
2.40, 0.20, 0.90, 400, 100, 0, 3.467272, 8.652335, 8.33
2.40, 0.20, 0.90, 400, 100, 1, 2.092373, 14.337788, 8.33
2.40, 0.20, 0.90, 400, 100, 2, 2.100311, 14.283599, 8.33
2.40, 0.20, 0.90, 400, 550, 0, 15.097432, 1.987093, 8.27
2.40, 0.20, 0.90, 400, 550, 1, 6.928510, 4.329935, 8.27
2.40, 0.20, 0.90, 400, 550, 2, 7.528692, 3.984756, 8.27
2.40, 0.20, 0.90, 400, 1000, 0, 26.805681, 1.119166, 8.28
2.40, 0.20, 0.90, 400, 1000, 1, 12.094826, 2.480399, 8.28
2.40, 0.20, 0.90, 400, 1000, 2, 12.686961, 2.364632, 8.28
2.40, 0.20, 0.90, 850, 100, 0, 6.447601, 4.652893, 8.32
2.40, 0.20, 0.90, 850, 100, 1, 3.388565, 8.853305, 8.33
2.40, 0.20, 0.90, 850, 100, 2, 3.437082, 8.728334, 8.32
2.40, 0.20, 0.90, 850, 550, 0, 31.972958, 0.938293, 8.25
2.40, 0.20, 0.90, 850, 550, 1, 13.876239, 2.161969, 8.24
2.40, 0.20, 0.90, 850, 550, 2, 14.711318, 2.039246, 8.25
2.40, 0.20, 0.90, 850, 1000, 0, 57.697067, 0.519957, 8.26
2.40, 0.20, 0.90, 850, 1000, 1, 25.127765, 1.193898, 8.25
2.40, 0.20, 0.90, 850, 1000, 2, 26.324810, 1.139609, 8.26
2.40, 0.20, 0.90, 1300, 100, 0, 9.358655, 3.205589, 8.27
2.40, 0.20, 0.90, 1300, 100, 1, 4.578258, 6.552711, 8.27
2.40, 0.20, 0.90, 1300, 100, 2, 4.680429, 6.409669, 8.27
2.40, 0.20, 0.90, 1300, 550, 0, 48.503840, 0.618508, 8.25
2.40, 0.20, 0.90, 1300, 550, 1, 21.357298, 1.404672, 8.24
2.40, 0.20, 0.90, 1300, 550, 2, 22.322066, 1.343962, 8.25
2.40, 0.20, 0.90, 1300, 1000, 0, 87.685581, 0.342132, 8.25
2.40, 0.20, 0.90, 1300, 1000, 1, 37.513656, 0.799709, 8.25
2.40, 0.20, 0.90, 1300, 1000, 2, 40.158309, 0.747043, 8.25
2.40, 0.35, 0.60, 400, 100, 0, 3.522160, 8.517501, 8.12
2.40, 0.35, 0.60, 400, 100, 1, 2.035929, 14.735288, 8.12
2.40, 0.35, 0.60, 400, 100, 2, 2.058998, 14.570194, 8.12
2.40, 0.35, 0.60, 400, 550, 0, 15.168060, 1.977840, 8.14
2.40, 0.35, 0.60, 400, 550, 1, 7.036437, 4.263521, 8.13
2.40, 0.35, 0.60, 400, 550, 2, 7.373965, 4.068368, 8.14
2.40, 0.35, 0.60, 400, 1000, 0, 26.958718, 1.112813, 8.12
2.40, 0.35, 0.60, 400, 1000, 1, 12.125285, 2.474169, 8.12
2.40, 0.35, 0.60, 400, 1000, 2, 12.849486, 2.334724, 8.12
2.40, 0.35, 0.60, 850, 100, 0, 6.567009, 4.568290, 8.10
2.40, 0.35, 0.60, 850, 100, 1, 3.386787, 8.857953, 8.09
2.40, 0.35, 0.60, 850, 100, 2, 3.441609, 8.716853, 8.10
2.40, 0.35, 0.60, 850, 550, 0, 32.164862, 0.932695, 8.09
2.40, 0.35, 0.60, 850, 550, 1, 14.209206, 2.111307, 8.08
2.40, 0.35, 0.60, 850, 550, 2, 14.853169, 2.019771, 8.09
2.40, 0.35, 0.60, 850, 1000, 0, 58.095516, 0.516391, 8.12
2.40, 0.35, 0.60, 850, 1000, 1, 25.136154, 1.193500, 8.11
2.40, 0.35, 0.60, 850, 1000, 2, 26.496361, 1.132231, 8.12
2.40, 0.35, 0.60, 1300, 100, 0, 9.392773, 3.193945, 8.10
2.40, 0.35, 0.60, 1300, 100, 1, 4.620254, 6.493150, 8.10
2.40, 0.35, 0.60, 1300, 100, 2, 4.702723, 6.379283, 8.10
2.40, 0.35, 0.60, 1300, 550, 0, 48.740084, 0.615510, 8.10
2.40, 0.35, 0.60, 1300, 550, 1, 21.328458, 1.406571, 8.10
2.40, 0.35, 0.60, 1300, 550, 2, 22.396686, 1.339484, 8.10
2.40, 0.35, 0.60, 1300, 1000, 0, 87.982805, 0.340976, 8.12
2.40, 0.35, 0.60, 1300, 1000, 1, 38.395953, 0.781332, 8.12
2.40, 0.35, 0.60, 1300, 1000, 2, 40.627076, 0.738424, 8.12
2.40, 0.35, 0.75, 400, 100, 0, 3.503767, 8.562213, 8.28
2.40, 0.35, 0.75, 400, 100, 1, 2.055556, 14.594591, 8.28
2.40, 0.35, 0.75, 400, 100, 2, 2.067222, 14.512229, 8.28
2.40, 0.35, 0.75, 400, 550, 0, 15.135963, 1.982034, 8.21
2.40, 0.35, 0.75, 400, 550, 1, 7.065035, 4.246263, 8.20
2.40, 0.35, 0.75, 400, 550, 2, 7.549983, 3.973519, 8.21
2.40, 0.35, 0.75, 400, 1000, 0, 27.078577, 1.107887, 8.22
2.40, 0.35, 0.75, 400, 1000, 1, 12.211571, 2.456686, 8.22
2.40, 0.35, 0.75, 400, 1000, 2, 12.730293, 2.356584, 8.22
2.40, 0.35, 0.75, 850, 100, 0, 6.620744, 4.531213, 8.22
2.40, 0.35, 0.75, 850, 100, 1, 3.347272, 8.962522, 8.21
2.40, 0.35, 0.75, 850, 100, 2, 3.420510, 8.770622, 8.22
2.40, 0.35, 0.75, 850, 550, 0, 32.056108, 0.935859, 8.18
2.40, 0.35, 0.75, 850, 550, 1, 14.092969, 2.128721, 8.19
2.40, 0.35, 0.75, 850, 550, 2, 14.940946, 2.007905, 8.18
2.40, 0.35, 0.75, 850, 1000, 0, 57.774476, 0.519260, 8.20
2.40, 0.35, 0.75, 850, 1000, 1, 25.424933, 1.179944, 8.20
2.40, 0.35, 0.75, 850, 1000, 2, 26.985221, 1.111720, 8.20
2.40, 0.35, 0.75, 1300, 100, 0, 9.420099, 3.184680, 8.20
2.40, 0.35, 0.75, 1300, 100, 1, 4.510877, 6.650591, 8.20
2.40, 0.35, 0.75, 1300, 100, 2, 4.681637, 6.408015, 8.20
2.40, 0.35, 0.75, 1300, 550, 0, 48.809096, 0.614640, 8.16
2.40, 0.35, 0.75, 1300, 550, 1, 21.338910, 1.405882, 8.15
2.40, 0.35, 0.75, 1300, 550, 2, 22.874411, 1.311509, 8.16
2.40, 0.35, 0.75, 1300, 1000, 0, 87.727850, 0.341967, 8.19
2.40, 0.35, 0.75, 1300, 1000, 1, 37.662202, 0.796555, 8.19
2.40, 0.35, 0.75, 1300, 1000, 2, 40.440281, 0.741835, 8.19
2.40, 0.35, 0.90, 400, 100, 0, 3.467217, 8.652473, 8.34
2.40, 0.35, 0.90, 400, 100, 1, 2.026979, 14.800351, 8.34
2.40, 0.35, 0.90, 400, 100, 2, 2.146987, 13.973070, 8.34
2.40, 0.35, 0.90, 400, 550, 0, 15.016760, 1.997768, 8.28
2.40, 0.35, 0.90, 400, 550, 1, 7.002411, 4.284239, 8.27
2.40, 0.35, 0.90, 400, 550, 2, 7.242738, 4.142080, 8.28
2.40, 0.35, 0.90, 400, 1000, 0, 26.931840, 1.113923, 8.28
2.40, 0.35, 0.90, 400, 1000, 1, 11.902261, 2.520530, 8.28
2.40, 0.35, 0.90, 400, 1000, 2, 12.666148, 2.368518, 8.28
2.40, 0.35, 0.90, 850, 100, 0, 6.452725, 4.649199, 8.32
2.40, 0.35, 0.90, 850, 100, 1, 3.307073, 9.071466, 8.31
2.40, 0.35, 0.90, 850, 100, 2, 3.400386, 8.822528, 8.32
2.40, 0.35, 0.90, 850, 550, 0, 31.849577, 0.941928, 8.26
2.40, 0.35, 0.90, 850, 550, 1, 13.900059, 2.158264, 8.24
2.40, 0.35, 0.90, 850, 550, 2, 14.989720, 2.001372, 8.26
2.40, 0.35, 0.90, 850, 1000, 0, 57.335928, 0.523232, 8.26
2.40, 0.35, 0.90, 850, 1000, 1, 24.716306, 1.213774, 8.26
2.40, 0.35, 0.90, 850, 1000, 2, 26.302001, 1.140598, 8.26
2.40, 0.35, 0.90, 1300, 100, 0, 9.397780, 3.192243, 8.27
2.40, 0.35, 0.90, 1300, 100, 1, 4.550422, 6.592795, 8.27
2.40, 0.35, 0.90, 1300, 100, 2, 4.649541, 6.452250, 8.27
2.40, 0.35, 0.90, 1300, 550, 0, 48.452097, 0.619168, 8.25
2.40, 0.35, 0.90, 1300, 550, 1, 21.091566, 1.422369, 8.25
2.40, 0.35, 0.90, 1300, 550, 2, 22.307883, 1.344816, 8.25
2.40, 0.35, 0.90, 1300, 1000, 0, 87.762241, 0.341833, 8.25
2.40, 0.35, 0.90, 1300, 1000, 1, 38.124818, 0.786889, 8.25
2.40, 0.35, 0.90, 1300, 1000, 2, 40.436942, 0.741896, 8.25
2.40, 0.50, 0.60, 400, 100, 0, 3.511824, 8.542569, 8.15
2.40, 0.50, 0.60, 400, 100, 1, 2.064068, 14.534405, 8.15
2.40, 0.50, 0.60, 400, 100, 2, 2.095933, 14.313435, 8.15
2.40, 0.50, 0.60, 400, 550, 0, 15.161710, 1.978669, 8.14
2.40, 0.50, 0.60, 400, 550, 1, 7.056069, 4.251659, 8.14
2.40, 0.50, 0.60, 400, 550, 2, 7.344859, 4.084490, 8.14
2.40, 0.50, 0.60, 400, 1000, 0, 27.030022, 1.109877, 8.13
2.40, 0.50, 0.60, 400, 1000, 1, 12.134412, 2.472308, 8.13
2.40, 0.50, 0.60, 400, 1000, 2, 12.825058, 2.339171, 8.13
2.40, 0.50, 0.60, 850, 100, 0, 6.486681, 4.624861, 8.12
2.40, 0.50, 0.60, 850, 100, 1, 3.383794, 8.865788, 8.11
2.40, 0.50, 0.60, 850, 100, 2, 3.423505, 8.762949, 8.12
2.40, 0.50, 0.60, 850, 550, 0, 32.029092, 0.936648, 8.10
2.40, 0.50, 0.60, 850, 550, 1, 14.196947, 2.113130, 8.10
2.40, 0.50, 0.60, 850, 550, 2, 14.970264, 2.003973, 8.10
2.40, 0.50, 0.60, 850, 1000, 0, 57.666189, 0.520236, 8.12
2.40, 0.50, 0.60, 850, 1000, 1, 25.453527, 1.178619, 8.12
2.40, 0.50, 0.60, 850, 1000, 2, 26.539741, 1.130380, 8.12
2.40, 0.50, 0.60, 1300, 100, 0, 9.392424, 3.194064, 8.12
2.40, 0.50, 0.60, 1300, 100, 1, 4.592968, 6.531724, 8.12
2.40, 0.50, 0.60, 1300, 100, 2, 4.721705, 6.353637, 8.12
2.40, 0.50, 0.60, 1300, 550, 0, 48.919030, 0.613258, 8.11
2.40, 0.50, 0.60, 1300, 550, 1, 21.691435, 1.383034, 8.11
2.40, 0.50, 0.60, 1300, 550, 2, 22.870134, 1.311754, 8.11
2.40, 0.50, 0.60, 1300, 1000, 0, 88.458155, 0.339143, 8.13
2.40, 0.50, 0.60, 1300, 1000, 1, 38.012818, 0.789207, 8.13
2.40, 0.50, 0.60, 1300, 1000, 2, 40.820297, 0.734929, 8.13
2.40, 0.50, 0.75, 400, 100, 0, 3.481541, 8.616874, 8.29
2.40, 0.50, 0.75, 400, 100, 1, 2.103969, 14.258765, 8.29
2.40, 0.50, 0.75, 400, 100, 2, 2.090211, 14.352618, 8.29
2.40, 0.50, 0.75, 400, 550, 0, 15.047376, 1.993703, 8.23
2.40, 0.50, 0.75, 400, 550, 1, 7.089744, 4.231464, 8.23
2.40, 0.50, 0.75, 400, 550, 2, 7.285231, 4.117920, 8.23
2.40, 0.50, 0.75, 400, 1000, 0, 26.873427, 1.116344, 8.22
